user@mention,user_id,No of tweets,tweet_id,retweet_count,local influence score,Tweet
LorelaisLife,1555931384,3,1013550831235301376,205,68.33333333333333,Having a BBQ this July 4th? Make dad happy w/ Michelob ULTRA! Share a tribute using #ULTRADAD and $1 will be donated to Up2Us Sports training mentors to promote active lifestyles. Enjoy the holiday!CLICK here --> https://ooh.li/e264759 #ad #MichelobULTRA #LiveULTRA #July4thpic.twitter.com/Y6lDFS4MON
politico,9300262,1,1007033316929867776,61,61.0,What makes Gaza different for some is that attacking Israel is their favorite political sport Nikki Haley said.She also said that one-sided politics condemn Israel but make not one mention of Hamas who routinely initiates violence in Gaza pic.twitter.com/Obmc2JSNox
4freedominiran2,740194846346973184,1,1007732461592350721,57,57.0,#IHaveADream 4 #FreeIran2018Messages of #Solidarity with the Iranian Resistance (#NCRI) and Grand #Gathering in #Paris by Chairman of the Sports Commission in parliament in #Berlin#Germany #Iran #IranRegimeChange #IranProtests#ایران #ایران_آزاد۹۷pic.twitter.com/ObdmqnEK5Q
OtiAdjei,32858257,1,1004863796949803008,56,56.0,Kurt Okraku has told @nyannthierry on Sports Unlimited that the GFA excomm will seek audience with govt to try to resolve impasse. I imagine govts line will be just walk. Tell your boss to quit.That statement from the FA this morning suggested they just wont. #3Sports
HermanDHerman,752607733107593216,1,1002685475893760003,55,55.0,We will not let you erase lesbians & gay men with your queer eugenics. We will not let you entice children from their parents & make them slaves to pharmacuticals and surgeries. We will not let you drive women from sport or experiment on babies or close down rape crisis centres7/
naexjr,921820063279341568,1,1009909477523574785,55,55.0,Wearing contacts when you have bad hayfever is such an extreme sport ffs. You cant rub your eyes you cant even touch your eyes. You just gotta roll your eyes around like a flipping clown until the itch goes away
RedNationBlogga,29971681,1,1006661332765200386,54,54.0,It’s weird I’ve seen Heat fans Celtics fans even Thunder fans openly cheer & root for GSW’s continued dominance. Never have I seen this with any other franchise in sports history. I think it’s because people enjoy seeing LeBron lose to them rather than their team actually win https://twitter.com/cindtrillella/status/1006658752299388930 …
cuttingedge2019,895601237541789696,1,1012816034271780864,54,54.0,@BDUTT People who dont care two hoots for the flag/Vande & 1 law for all telling us what to sport on our head! Oye! Hullo! Go fly a kite!Well done @myogiadityanath ! No appeasement of any kind in any form. Self-respect is more invaluable by far than @Shehla_Rashid s 15 lakhs.
SofaRacer,205729863,1,1002672260463939584,51,51.0,Valentino Rossi. The greatest of all time. A man of sport speed passion and humility. An intelligent man. Thoughtful funny engaging focused. And fast. Always always fast. A man beloved of us all.It is time for him to speak out.
killakow,117193693,1,1012826761011322881,51,51.0,Windhorst on ESPN just now: LeBron may give more weight to Philadelphia in his decision-making process if given assurances that fellow Klutch Sports client and current Sixers foreign stash Joseph Kony can be assured a roster spot in 2018-19
DNA_GTFOH,76479319,1,1003414166915420163,50,50.0,The “ CHAMP” says Blogger think Cuz we say the most disrespectful stuff on stage there allowed to do it as well .. what they forget is we get paid to say that stuff on stage and understand it’s part of the sport .. them doing A video crossing lines isn’t #CHAMPMESSAGE
SecretMovesMMA,26061173,2,1003757406885744641,95,47.5,Im so torn. I love Whittaker. I also love Romero. I dont think Yoel has too much longer in this sport. Itd be nice to see him as champ before he walks away but Whittaker is awesome & Id be great for the MW division to return to somewhat normalcy.
brayden_mcmahan,385154470,1,1012115660711890944,46,46.0,the best races ranked:14. you13. can’t12. rank11. them10. because9. they 8. each7. give6. something5. unique4. to3. the2. sport1. Knoxville Nationals
ORachaelO,2340915637,2,1009555154562101248,86,43.0,Like men don’t comment on women’s sport. Actual choke-lol. Men haven’t stopped commenting on every passing thing as tho expert since Earth’s first dawn. These women have to be 10 times as good as their male counterparts to get out alive on these shows. Good grief Charlie Brown.
tobiologist,2332993834,1,1011010703870840832,43,43.0,day 24: rival sports team au! with #klance on rival volleyball teams-- the kalteneckers and timberwolves. lance is thirsty for his first championship title. and his relationship with keith runs deeper than a mere rivalry pic.twitter.com/WUf4qjdQyA
Sammy_Goal,30720839,1,1003376331076374528,41,41.0,This is the XI Sampaoli is planning to use for Argentinas first game at the World Cup according to TNT Sports. Its got a bit of the Zidanes y Pavones about it - ironically Bocas Cristian Pavon would be on the bench pic.twitter.com/ZgAuUFz2ZY
pressfreedom,18650093,2,1012808398713257990,80,40.0,These are the 5 @capgaznews employees who were murdered Thursday in #AnnapolisShooting:Gerald Fischman editorial page editorRob Hiaasen editor & columnistJohn McNamara sports writerWendi Winters community correspondentRebecca Smith sales assistant#WithoutNewspic.twitter.com/ipoOEP7J9E
lizziethat,247507520,1,1008481265912352770,39,39.0,Guys think that they like girls who like sports. What they actually like is a girl in a very tight sports jersey serving them wings and getting the terminology wrong. Guys like girls who like guys who like sports. My experience with male sports fans in one quote. #SetItUp
ChelsTransfer,310672436,2,1005557540254617600,76,38.0,According to La Gazzetta dello Sport the Giallorossi are refusing to meet Florenzi’s wage demands of around €4m per year. #Juventus and #Inter have already shown interest but now Chelsea have reportedly approached #ASRoma to ask after Florenzi. #CFC (footballitalia)
ashtonsims26,766582956769021953,1,1009943504636841985,38,38.0,Huge Exposure for “Tier 2” nations!! Would love to see Ire Scot Italy Wal Fra etc in the near future as well Rugby Leagues biggest games on one of the biggest sports networks #InternationalRugbyLeaguepic.twitter.com/oukHRW8isA
newsdaymarcus,897942726,1,1008822401528946694,38,38.0,YES citing Elias Sports Bureau said Juan Soto debut will still be recorded as May 20 with an asterisk to denote his appearance in the suspended game of May 15. So his two-run HR today contains the second most famous *
stevedittmore,17024326,1,1006647700228640769,36,36.0,Apparently Razorback fans will be turning out in force in Omaha. Price per ticket on NCAAs website for Sundays game is 2x that of any other opening round game. Also how can NCAA justify selling tickets to its amateur sport event at market price? https://www.ncaa.com/tickets/baseball/d1 …pic.twitter.com/Cvwozr0kvT
WaywardWinifred,3430882365,1,1010660587146305536,36,36.0,My brother @AdyBarkan and friends from  #LeagueOfHeros will begin a 5 week RV tour across America beginning on June 30th in Los Angeles at the #FamilesBelongTogether rally. Democracy is not. a spectator sport and Ady will mobilize voters to defeat #Trumpism and  #FlipItBlue.https://twitter.com/nowthisnews/status/1010659515799236609 …
ZhuzhengtingT,982504934556880896,1,1007772144934182912,36,36.0,180616งานแฟนมีต #THXwithLOVEinTianjin Day 1 ที่ Tianjin Sports Centerเวลา 14.00 น.(ไทย) pic cr. Perlen0318_朱正廷#NinePercent #NINEs #朱正廷 #ZhuZhengting #จูเจิ้งถิงpic.twitter.com/nzALqiAJW0
Castricone,27857455,1,1010643119115767809,34,34.0,UWs -21 win over Oregon in 16 was...- its highest scoring game since 1944- its 2nd highest scoring game ever vs an FBS school (beat Cal 72-0 in 1915) days til kickoff vs Auburn on the Washington IMG Sports Network!
CrowfootJim,585774631,1,1007022371834875905,33,33.0,In the capital of Ethiopia there is famous nightclub sponsored by an equally famous sports brand that plays only the music of Sweden’s most popular band.It’s Addis Ababa’s Adidas Abba Bar.
raviubha,93172645,2,1004842928127307778,66,33.0,Nadal when asked whether he feels pressure: I dont have any obligation to win first thing. Second thing if you dont feel the pressure its because you dont love the sport. And if you dont love the sport its better to come back home and do another thing.
nyleakeel23,2983593595,1,1007034261545684992,31,31.0,Finished high school having been on three varsity sports teams earning my Gold Award finishing the Diploma Program an overall 4.4 gpa and a shout-out from the LA City Councilman for receiving CIF LA City Section Scholar Athlete of the Year & being a future bear at Berkeley pic.twitter.com/YjRg5Q22Gf
BET,16560657,1,1010997262296735746,31,31.0,Before the festivities kick off the biggest names in sports music and entertainment hit the red carpet at the BET Awards to showcase their most fashionable fits. Take a look at some of the most fashionable fits to grace the #BETAwards red carpet over the yearspic.twitter.com/KvmsX386uK
DiracDrynx,3218985507,1,1005962398522576903,29,29.0,Four months ago jubilant sports fans were flipping over cars damaging public property and even set one car ablaze in this same city.But one transgender woman attempting to light a flag in protest gets tackled by multiple officers and arrested. http://www.nj.com/news/index.ssf/2018/02/philadelphia_eagles_fires_break_out_cars_flipped_a.html …
Bodybuildingcom,25234311,1,1005932620671094784,29,29.0,Glutamine And Creatine: Old Dogs Can Learn New Tricks!Glutamine and creatine are two of the most common amino acid supplements in sports nutrition today. #Bodybuildingcom #BuildYourBody Read more: https://bbcom.me/2McBPf0 pic.twitter.com/2Ogn1idkwl
UA_Athletics,27082579,1,1011714202380185600,29,29.0,The 2018 Crimson Tide Sports Marketing schedule poster is on sale now! Order at least 100 posters and you can add your logo to the bottom. Individual posters are available for $5.Email: ua.calendars.posters@gmail.com for your order form!#RollTidepic.twitter.com/eXp9gEu80W
JayGlazer,55307193,1,1010621049510064128,27,27.0,This film now on FOX wow!! Amazing. The story of the Chapecoense plane crash in FOX Sports Films’ MAGNIFY documentary NOSSA CHAPE. Proud to see this story by @FOXSports. Their story is important. #FOXSports
KeithOlbermann,130617778,1,1003778095890010114,26,26.0,There is some kind of retired stock car or cab driver or something in the middle of NBC’s Stanley Cup Final pregame show. It’s not that NBC doesn’t take hockey seriously; it’s that it seems convinced it is necessary to make its hockey telecasts about other sports #WatchNHLNetwork
swearimnotpaul,15690179,1,1002680541739732993,25,25.0,Roma are looking at Bayer Leverkusen goalkeeper Bernd Leno if Alisson leaves this summer according to Correire dello Sport. #ASR #B04 #LFC #AFC
peugeotsport,281001930,1,1005957716987338752,25,25.0,Classement Team @FIAWorldRX 1.PSRX Volkswagen Sweden -237 ptsTeam PEUGEOT Total -198 pts3.EKS Audi SportClassement Pilotes1.Kristoffersson –135 pts@SebastienLoeb –104 pts3.Solberg4.Bakkerud5.Ekström @Timmy_Hansen -94 pts@kevinhansen71 -61ptspic.twitter.com/aC87zZxXR2
MyTPI,18882265,1,1012818242325417991,25,25.0,Being able to rotate your upper body independently of your lower body is one of the foundational movement skills in many rotational sports.  Inability to do so can be a precursor to a number of swing characteristics and inefficiencies. https://twitter.com/phillip_tanham/status/1012738439777841154 …
ChaimaeB13,182920516,1,1009557519142936577,24,24.0,For the sake of our #AtlasLions ... For the sake of #Morocco... For the sake of #Football The sport that used to reflect equality and fairness not anymore ... We are not asking for nothing more than OUR RIGHT! #fifa_rematch_morocco_portugal#WE_WANT_TO_REDO_THE_MATCHpic.twitter.com/VWkJKlNbcQ
VixenScience,721981861,1,1012818226848428032,24,24.0,#Iwasatransallyuntil..I am still a trans ally bc I want trans ppl to lead safe & happy lives. But men winning womens sports men in womens changing rooms man as fucking Girl Guiders taught me to prioritise womens rights before they are lost forever.
tokenpay,870761709274902528,1,1013525367347470336,24,24.0,Yes sports betting is a HUGE part of our business. Our TokenGaming division is very active in LATAM market currently in sports (World Cup right now especially). CrytpoBet will allow account funding in $TPAY $XVG & $LTC with the integrated $EFIN exchange and denominated in mBTC.
QueenKennKayy,1003645217214533633,1,1007035916429529088,23,23.0,Over $250K in scholarships 3.9 GPANational Honors Society Senior Council Right Moves for Youth Ambassador JROTC Sergeant First Class Varsity Athlete for 3 SportsRanked top 10 in the nation for HJ3x State Champion  Commited to Clemson University pic.twitter.com/8dmY6E269G
richard_conway,16241871,1,1003751252499582976,23,23.0,The review will see talks held with safety groups EFL Premier League + fans. Whitehall source: “The Sports Minister hasn’t shut the door to fans keen on standing sections being introduced but it is important that all the evidence + viewpoints are considered extremely carefully”
KerryLynne36,149304291,1,1008818549639598083,23,23.0,Celebrity Golf Championships Charity Event! Marcus Allen Goose Gossage Mardy Fish Mark Mulder and more!I talk a lot of tennis but sometimes I talk other sports as well :)Kerry Feirman of Talk Tennis... https://www.facebook.com/kerry.feirman.3/videos/1034022826748749/ …
thekickart,275209759,1,1010619071728115712,23,23.0,Not a dickie bird about the Lory Meagher Christy Ring or Nicky Rackard cup finals on @rtenews at 9pm.I appreciate that time is tight but failure to even announce the results of All-Ireland finals during the sports slot is very poor form from our national broadcaster. #GAA
UQPoche,968999499988312066,1,1011031898611539968,22,22.0,#UQ Poche Affiliates in the news - Sports historian A/Prof Gary Osmond on the story of Cherbourgs marching girls Aunty Sandra Morgan: It put Cherbourg on the map and thats something we can look back on with pride. Read it here: https://ab.co/2lz6Z4e  @UQ_Newspic.twitter.com/B1SmLY01vK
DanielleDwyerTV,81770955,1,1007759127148408834,22,22.0,This story is one of those this is why I love sports today ones. Reece Mutchlers glove broke shortly into day one of baseball camp. Thanks to the quick thinking of Central Catholics Justin Schiets Reece got a new glove and continue with camp. Heres their adorable story: pic.twitter.com/J0taXoVaSu
searchfm923mx,94300534,1,1004834803575934976,22,22.0,2018 SEARCH FM AUDITIONS Have you got what it takes to be a Volunteer English Pidgin Sports Reggae Islamic Christian Presenter?An analyst in the field of Education current affairs & SportsFill an E-form > http://searchfm923.com  #SFMAuditions18pic.twitter.com/BqmXOIk6zQ
dawson_johnsonn,2729941578,1,1012843878574014464,21,21.0,What’s the most dangerous sport?16. You15. Can’t14. Compare13. Them12. To11. Each10. Other9. Because8. They’re7. All6. Dangerous 5. In4. Their3. Own2. Way1. Cheerleading
bdtwoodson,2288826387,1,1012802757441589248,21,21.0,The Tazewell County School Board has made the necessary adjustments to the budget to allow coaches to receive their stipends for the upcoming school year. In addition middle school sports will play on. Good news for Tazewell County sports fans.
zeusFanHouse,259260816,1,1013552032735793152,21,21.0,#BenGarrison: The Great Summer #Meltdown Of 2018 We may be in for a long hot summer. Our #Gemini president sports a sun sign and right now he’s causing a major meltdown among the #left. | #ZeroHedge https://www.zerohedge.com/news/2018-07-01/ben-garrison-great-summer-meltdown-2018 … #QAnon #LiberalInsanity2018pic.twitter.com/kozompZ9tc
ihavebeensober,946733503772704769,1,1004860016204001280,21,21.0,【The Road To Nissan day 3】Sankei Sports exclusive article.Yunho & Changmin itwCaptions :‘Making new history at the place of dream’YN: I wanna go and see fire works display’I’ll translate itw& post it later#TohoInNissanStadiumAgain#日産スタジアム3dayspic.twitter.com/qxUMQVvUFS
TrunkmanUK,45423623,1,1004479183928557568,20,20.0,If Dani is to retire tomorrow it will be a huge loss for the sport. A thoroughly nice human and one who on his day was anyone’s equal. Cruel luck almost certainly robbed him of a title on more than one occasion. The greatest to never win a premier title no question. #MotoGP
nvrwlkln,55716827,1,1008830063964577798,20,20.0,jamsil sports complex (seoul olympic stadium) is where bangtan performed w seo taiji last year. these r the things they said abt it. now a year later theyre performing there for a concert of their ownlemme jus go cry in the corner pic.twitter.com/jeCErST9ZG
IndianCharlie1,125666734,1,1010657347121885185,20,20.0,A lot of people in the Churchill Downs jocks room and throughout the sport from coast to coast are deeply saddened by the sudden passing of Shantel Lanerie.  She is in Gods hands now and in a better place. But we need to pray for those left behind dealing with this sadness.
orwellguy,287982242,1,1008462841794519041,19,19.0,George Orwell: Serious sport has nothing to do with fair play. It is bound up with hatred jealousy boastfulness disregard of all rules and sadistic pleasure in witnessing violence: in other words it is war minus the shooting.  - The Sporting Spirit Tribune (Dec. 1945)
PitchingNinja,2911095315,1,1005952101258756096,19,19.0,Keone Kela Messing With Timing/Quick Pitch.  Ninja Tip: Quick pitches can be effective. Just be sure there are no runners on base. The dual balk call was a nice touch.  Look for those guys on the US team when Synchronized Umpiring becomes an Olympic Sport. pic.twitter.com/zmpgEtxc8Y
mattlyynch,131501674,1,1011710796106256384,19,19.0,We live in an age where people think money solves others mental wellbeing. It simply doesnt.These comments are infuriating & why the stigma needs breaking especially in sport. Mental Health doesnt discriminate against wealth. Mental health can impact anyone in life. pic.twitter.com/4OJVRNodxS
kcg__,61705587,1,1009576138438467586,19,19.0,I will NEVER understand the pleasure of killing animals for sport.These exotic creatures could potentially go extinct and for what?You flew to THEIR home 1000s miles away just to kill them?For what purpose?Their lives have more value than to be your target practice. Whack asf https://twitter.com/crawfordkacee/status/997652033665683457 …
PeteSampson_,29513470,1,1009937887729766400,19,19.0,Notre Dame picks up its first offensive skill player in this class in three-star back Kyren Williams. Ranked as the nation’s No. 19 back on 247 Sports and No. 343 overall. He’ll likely be the second-highest rated back on the roster in ’19 behind Jafar Armstrong. https://twitter.com/TomLoy247/status/1009934793436516352 …
BulawayoChiefs,973485314663682048,1,1009906130544361474,19,19.0,We got an inbox message from a Ngezi Platnum fan saying Byo Chiefs if you guys are feeling the pain of Messi and Argentina being beaten by Croatia today THEN NOW U KNOW HOW WE FELT WHEN U BEAT USKkk ngama Sports. GOOD nyt football lovers@yvonnemangunda
_pivx,4020178512,1,1008497845253570560,18,18.0,#PIVX + KKS Rawa Katowice - Champions! They won against the current champions of Poland. Now headed to Warsaw to represent the City. Congrats guys! Way to represent the sport and PIVX! #PIVXsports #community #PIVXambassadors https://www.facebook.com/KKSRawa pic.twitter.com/Rh4iMSSRdX
KingsTheBrand,2614583281,1,1008836130647748609,18,18.0,PSA ALL Savage Swimwear and Sport Gear is on preorder right now! To preorder please DM us! You can also place orders on our IG pages @ KingsTheBrand & SavageAngels4Life. “Don’t Be Average Be Savage!” pic.twitter.com/H2ILNe8DHm
notesfrompoland,919246321898401792,2,1013535486445608960,36,18.0,Meir Bulka who lives in an Israeli West Bank settlement is leading an effort to protect or restore former Jewish cemeteries in Poland including one that has been turned into a school sports field with a Hasidic rabbi buried under the centre circle https://www.haaretz.com/world-news/europe/.premium-in-this-polish-city-schoolkids-play-soccer-on-top-of-a-rebbe-s-grave-1.6224381 …
_HelenHollywood,1559783886,1,1012099187914301440,18,18.0,A couple little Explores today.... here’s some shots from this beautiful overgrown graveyard  #exploring #abandonedplaces #graveyard #nature #photography #church #portrait #england #youtuber #vlogging #OOTD #sports #fashionpic.twitter.com/YidccdcI6v
SufferBall,1017383114405015552,1,1012093192639049733,18,18.0,NEW INFO ON SARRI TO CHELSEA ; On the first of July by registering Ancelotti Napoli will free Sarri but the right day to see the coach at Stamford Bridge can be even earlier on Friday concludes the colleague. (A.P via Sport Italia) #cfc @AlfredoPedulla
YordenisUgas,487283932,1,1004862619696558080,18,18.0,Yesterday I went to greet my friend @budcrawford402 We fought 10 years ago and I always knew that this guy had something special. Im not wrong hes a great champion and hes among the best pound for pound sport. He makes his debut at 147 becoming champion. Bless Champ! pic.twitter.com/HzGg3Wv1dz
FCBarcelonaFl,130154420,6,1007727675614683136,106,17.666666666666668,Inter Milan are interested in signing Barça player Aleix Vidal this summer. Inter want to negotiate a loan deal with a buy option and would be ready to pay 10 million euros in the future [la gazzetta dello sport]
andrew_ruscoe,1583415068,1,1002680396327383043,17,17.0,PLEASE RT  NEWFA 5S LEAGUE ! ~ Pleased to announce that the NEWFA Adult 5 a Side Sunday League is starting June 24th at @WrexhamFL Clywedog Sports ComplexTo get hold of an Application form please contact Paul Hooson on 07718049098 or via E-mail on Hooson9@aol.com pic.twitter.com/Z5xxbA92jl
GracelandU_MBB,991736759296905224,1,1007022389723652099,17,17.0,This time featured in #YellowJacketCommits is Thomas Conn. Thomas joins us from Underwood HS in SW Iowa where he was a multi-sport athlete & a multi-year All-Conference performer in basketball. Thomas is a great athlete who will bring a lot to the table in the coming years. pic.twitter.com/7vkdBVVsRI
TheNavajoNinja,181718043,1,1006686988999806976,17,17.0,Youth Sports &  Wellness Camp FREE for ages 7-18 years old. I am setting up a kids ninja course for this camp happening Shiprock NM. #impactshiprock2018 #impactshiprock #navajo #nativeamerican #nativeyouth #NavajoNation #diné #NavajoReservationpic.twitter.com/qkEr1sJnqA
Morgan_Swoboda,961524204,1,1011757802329657344,17,17.0,Why are sports bras with removable pads even a thing?? And also why are they advertised as a plus?“LOOK! Removable pads!”No girl in the history of like ever has preferred removable pads.
dev9t9ok,951563980702699520,1,1010667956114731018,17,17.0,#WorldCupWithSeele Seele isnt just a blockchain its the blockchain of the Next Generation 4.0! Seele will become the leader in the industry as the same as Football is the most popular and best sport on our planet! @SeeleTech https://seele.pro/  #Seelepic.twitter.com/vWB47S9uXO
DRFLivingston,1278867548,1,1012080584145768448,17,17.0,One of our sports greatest broodmares - the remarkable and unique TOUSSAUD at @JuddmonteFarms in 2003 with her first goat friend Liz.  Information about Toussaud as a race and broodmare in a 2009 DRF article about her passing: http://www.drf.com/news/toussaud-dam-four-grade-1-winners-dies …pic.twitter.com/RTqOWxrOn0
NevilleSouthall,264129295,1,1003374420596060161,17,17.0,Asha from @_socialdrone when i took up boxing instead of self harming it became my outlet! I was getting out my frustration and anger i felt. Instead of picking up blades i picked up my boxing gloves. What sports would you guys recommend for alteratives? pic.twitter.com/9lZWRwwWRR
