user@mention,user_id,No of tweets,tweet_id,retweet_count,local influence score,Tweet
NaijaClassCapt,553943682,1,1003412505387991040,780,780.0,RT if you see your addictionMoneyFoodWeedPornFootballMoviesGamesMusicSexIntelligenceTwitterInstagramPlantainHumorArts/SportsBig bressAdd yours if its not there. Lol
Alhilal_EN,79949425,3,1004842054365704198,2271,757.0,#Alhilal launches an electronic sports team. #Alhilal_eSportspic.twitter.com/9ahzsPzztm
nicole_d2,589576394,1,1012099772646412289,747,747.0,it’s 2018 bras are overrated. give me a bralette sports bra or nothing and i’ll be aiight.
RobSummerfield1,296408587,1,1004501101423538176,626,626.0,Sky Sports News saying we won’t miss a thing with their World Cup coverage. Well apart from every single game on match days that is.
PopCrave,4429003533,1,1004500481836769280,601,601.0,Charli XCX was a great sport about Cardi B tagging her name wrong twice.  pic.twitter.com/HoIopWe0VV
scottybateman28,256319212,1,1008828442991824896,541,541.0,Unpopular opinion: sports editionCollege sports are better than professional sports in every way
StephMcMahon,1195370804,1,1013558029122355200,498,498.0,Ready to compete in the @espn Unified Sports Challenge on #TeamWWE! #RiseWithWWE pic.twitter.com/fxOpum0PQU
EAA_Len,3587812812,1,1013527049254760448,405,405.0,soccer is actually the Brawl of sports:-matches last forever-everybody camps-players can randomly trip
ClintFalin,390396654,1,1012106579322327040,404,404.0,sports are a great way to teach your dog teamwork and leadership skills.                         (crissa_ace on IG) pic.twitter.com/Owg7vF51uA
hqsports,976897988860764160,4,1008845932107063297,1395,348.75,HQ Sports Game 6.Tonight. Open up the HQ app at 10p ET.
BenStandig,105891984,1,1005594619189526535,303,303.0,Top 4 most iconic D.C sports moments (shown in reverse order). pic.twitter.com/PS7n7zzvmp
alialgofaily,327685614,1,1008497190145228800,281,281.0,Unfortunately a sports channel has introduced politics into sports and deliberately offended Saudi Arabia#عريضه_رياضه_بلا_سياسهpic.twitter.com/BLBj9d3Qha
BleacherReport,890891,2,1012103090101604358,522,261.0,After a season of athletes speaking out the first director of mental health in pro sports reveals his big plans for the NBA https://ble.ac/2Kpxg33 pic.twitter.com/ifHBhs7YuK
JamisonBrook,1506466736,1,1010985296924696579,258,258.0,Rodeo is seriously such a cool sport we cheer on the people we’re competing against and celebrate each other’s successes.  There’s not many other sports that you do that in...
Warrior_omz,883543328,1,1005902416196395008,245,245.0,seeing the success of other athletes is very inspiring  “sports” is such a blessing   & we need to learn to support & uplift each other. NOTHING brings ppl together the way sports does
hphungkc,872272186463203332,1,1012111012810588160,242,242.0,Is Steve clowning us or be a good sport and drop it on Friday? #TeenChoice #ChoiceInternationalArtist #BTS @BTS_twt
zartajgulwazir,714996735,1,1005577541250441223,219,219.0,Its politics Sports grounds talking about pti.Vote for bat#NA191pic.twitter.com/ADg6rHCKvS
phoebe_short,3312025202,1,1003767404713914368,214,214.0,girl sports aren’t recognized as much as guys facts and usually half the time the girls have a better season https://twitter.com/maxpreps/status/1002618864520196096 …
RogueNASA,824320219866923018,1,1004468180125876224,207,207.0,Trump wants to appoint this guy to his sport fitness and nutrition council.Yeah. https://twitter.com/DrOz/status/1004437945896534016 …
MTV,2367911,1,1011730828622061568,191,191.0,Demi Lovato sports a tiny tattoo after opening up about her sobriety. pic.twitter.com/ezSr8SrFnf
NBCOlympics,14955353,1,1010644615861596160,188,188.0,Im just blessed to be here  An emotional moment from @DHarp100mH on how she wanted to make an impact in her sport. #SCS2018 #USATFOutdoorspic.twitter.com/sfLkLCymz4
wakefield00,1547241386,1,1012828714151940096,172,172.0,Leafs actually thinking they can land John Tavares Most delusional fan base in sports
RealAlexJones,109065990,1,1005585349106520064,164,164.0,Soon there be no women in sports now that men can complete in women’s sports. https://m.youtube.com/watch?v=s4Y1o60MYA0 … I may self identify as a dog and become a Greyhound racer!!
ManUtdsUpdate,1385216851,1,1003383047058808833,158,158.0,Manchester United are closing in on the signing of Diogo Dalot. (source: BBC Sport) #MUFC
phoebelouise_x,3341821959,1,1012803202608230400,152,152.0,Tell me a bigger Olympic sport than being able to button up your bodysuit pissed with acrylics on
WWA_Awareness,769211085224308736,1,1006651364557099009,147,147.0,The governments and hunters call it sport and fun.What are your thoughts on trophy hunting?#AnimalRights #BanTrophyHuntingpic.twitter.com/vgBvNJqxzw
swilkinsonbc,4249826728,1,1009574488474865664,135,135.0,1200 high-profile athletes protest Ulsters move to stop Palestinian flags being flown in solidarity at sports grounds https://www.irishnews.com/news/northernirelandnews/2018/06/20/news/high-profile-gaa-members-sign-palestine-petition-amid-controversy-over-flags-1360241/ …
thecheckdown,67133275,1,1003749663957307392,127,127.0,I know Jimmy G is gonna need a big play receiver this year at some point. Lets make it happen. - @terrellowens What would be one of the craziest returns in sports  http://on.nfl.com/VGhfwZ pic.twitter.com/4oGAO3qKyX
QueerXiChisme,749426547287658496,1,1012806714251304960,127,127.0,lol you say $1472 not $15000 as if EITHER of those numbers are accessible to some families. The only sport I was allowed to join was cross country because it was mostly free. https://twitter.com/darrenrovell/status/1012317585776480256 …
nytopinion,16686144,1,1004506451770068995,125,125.0,I’ve covered sports in Philadelphia for more than three decades. Never during have I seen a group of players more dedicated to one another and the city in which they play than the Eagles. https://nyti.ms/2LrY3bO
DannyKirmond12,2333850964,1,1008856583957368832,113,113.0,Same with every sport its easy with your arse on the sofa and your fat fingers on twitter https://twitter.com/GaryLineker/status/1008829731507228673 …
Renaissigh,549540511,1,1009905952454266887,103,103.0,Long island pothole dodging should be an olympic sport
urvillageidiot,2912914526,1,1003746836153229316,103,103.0,mayonnaise is gatorade for white people except instead of sports its fuel for hate crimes
LovellLowdown,60716315,3,1012805045560147969,308,102.66666666666667,Loving your work @tweetsbyjp Sascha Zverev such a good sport. Its chuffin roastin out. https://twitter.com/tweetsbyjp/status/1012420454752153600 …
highkin,413767918,1,1013531141897240576,96,96.0,The NYT Sports account just retweeted a fake Marc Stein account pic.twitter.com/ksKIlKEDQj
RealMiguelCotto,61619762,1,1005937793791651840,95,95.0,Thank you @BoxingHall had a great time in Canastota NY with all the legends that made our sport the best in the world. See you all soon #WARCottopic.twitter.com/lJGGqSSFSb
Nigerianscamsss,407991682,4,1013563820403515393,364,91.0,Football is such a rough sport.God bless Kam. https://twitter.com/kamchancellor/status/1013556290700836864 …
codycoil,152664986,1,1012810667663986688,91,91.0,Put together a Brazos Valley high school sports plays of the year for 2017-2018... Enjoy! pic.twitter.com/tmBkooE87B
Devils_Latest,789611918,2,1003383024292155399,174,87.0,Fred will have his Manchester United medical tomorrow. [Sky Sports] #MUFC
YayerGangCoolee,970358366605398017,1,1006671391436017664,85,85.0,I mean dats usually how da leader of a team talk. Have u ever played any sports? https://twitter.com/hoopsreference/status/1006655967419920384 …
platingpixels,24190674,1,1012118417392848896,84,84.0,Looking for cool sports gear and #athletic wear? #ad #ULTRAdad #Enter here to get yours now —>http://ooh.li/9afc12d pic.twitter.com/Jido0FKPyH
jadorelacouture,3977544193,1,1012116508485419008,84,84.0,Looking into your Chanel compact and applying lipgloss whilst crying is an extreme sport
existentialcoms,2163374389,1,1013531007859941376,83,83.0,There is literally nothing better in any sport on earth than when someone does a stupid run up to a penalty kick and then shanks it.
WorldofIsaac,57328888,3,1006673829106716672,246,82.0,Tell me your most controversial sports opinion.Jordans flu game is the most overrated/overhyped moment in sports history
City_Watch,328054797,1,1007738965925998592,81,81.0,Jorginhos move to Manchester City is now at the finishing line and the transfer will be complete in the coming days. [Rai Sport]
chopinseimei,985547176251133952,1,1004866464116105218,78,78.0,us: we want fair scoring nice rules and an all around good sport uwuisu: pic.twitter.com/ieW1s7Fd0X
StandWithUs,16314859,1,1008846825489555456,77,77.0,Saudi Arabia soccer fans says politics should stay out of sports as they imagine playing Israel in the future! https://www.timesofisrael.com/after-israel-wishes-team-world-cup-luck-saudi-fans-imagine-playing-jewish-state/ …
KyleBusch,31442061,1,1009911544484958209,76,76.0,So they call this ice blocking in Idaho.  Maybe the next Olympic sport?!  pic.twitter.com/tlUvbnaca7
SampsonWoof,859000242,1,1003413698612944896,76,76.0,Traditionally when g-shep sports teams win everyone gets a chance to sniff the captain. New art by me. pic.twitter.com/j38tGowJai
SandhuMMA,44607937,1,1002692057511727104,75,75.0,Just when you think youve seen it all this sport serves up something like this... Never change MMA. https://twitter.com/UFC_CA/status/1002691404173176832 …
MuggleNet,14599470,1,1005585339061239811,75,75.0,This is why #Quidditch is the superior sport. Try to convince us otherwise.#PrideMonth #HappyPrideMonth2018pic.twitter.com/4hoPl9bjoJ
OfficialAGVotes,819578561568899072,1,1011739691266211842,75,75.0,•CHALLENGE•REPLY 5 SPORTS + #ChoicePopSong @ArianaGrande #TeenChoice
bitchically,738967052304580608,1,1004497382917091329,73,73.0,8000 sports to playbut stillpeople choose feelingsto play with
UltraAutistic,704215224170074112,5,1008844037967659008,363,72.6,SPORT:Abidal wants to make four signings this summer:One defenderTwo midfieldersOne forward pic.twitter.com/U6CTzzcNbQ
dominiquesinger,34542802,1,1009579746144018433,72,72.0,I dont care what anyone says I will always think shooting animals for sport is a really great way to show that youre a spineless coward
loookatmeimkiad,160334363,1,1010976560499871744,72,72.0,I can turn your sports tees into kinis hmu pic.twitter.com/LnNUzBPzCo
BrazilStat,705174625659916288,1,1003388209856905216,72,72.0,BREAKING NEWS:SKY SPORTS NEWS confirm #Fred is to have Manchester United medical on Monday.pic.twitter.com/6Bixy8wMK5
_alexissbrown_,3015900350,1,1004469016306573313,71,71.0,Y’all cannot sit here and tell me that Track and Field is not the most hype sport to watch especially the 4x4..
DeRozenDntCare,109925704,1,1010976734899040257,71,71.0,Girl: “so do you play any sports Football or anything like that ?”British boys : pic.twitter.com/dAoJyN61U7
_JackN4Tweetz_,984820745019756549,1,1003759872209498112,70,70.0,Football is my favorite sport ever but if I had a son that was gifted in both baseball and football Id be making sure hes practicing on his swinging.
BDavisAAS,25773330,1,1004478155514576904,66,66.0,Ive mentioned before that if Texas was a stock its well off the lows. You should be buying with both hands. All 20 varsity sports made the postseason this year. https://twitter.com/TexasSports/status/1004444547462717440 …
royalkangdaniel,870919925187194880,1,1006664844249092096,66,66.0,Wanna One Kang Daniel trending in Entertainment/Sports section of Naver. pic.twitter.com/SogIBKhuuR
SalSports,69109217,2,1008860056560046080,132,66.0,Thats awesome Kris.  You bring such a unique angle and perspective to the Buffalo sports scene.  And are excellent at doing it.  Congratulations.
nytimes,807095,1,1004837973169508353,65,65.0,The Twitter habits of a sports executive’s wife have caused him to lose his job in inglorious fashion https://nyti.ms/2JmMF4j
RealGlenMacnow,963038778,1,1006658060226629632,64,64.0,Looks like they had a fun parade in Washington today. Congrats to the Caps and their fans. But no sports parade - past or future - will ever top this. pic.twitter.com/bu8llXtwH3
pointlesslettrs,167178480,1,1010647430361243648,59,59.0,“Well done BBC for turning me off a sport I hated to begin with! I hope you’re pleased with yourselves!” pic.twitter.com/rUUxpPULd1
RedorDead07,876182094,1,1003417095361695744,59,59.0,Tite (Brazil manager) Fred to Manchester United If I were a coach I would ask him to sign him too! #mufc (fox sports) pic.twitter.com/ummDE4Szbd
BrainPornNinja,379677587,1,1005934619521265664,58,58.0,western civilisation making spiritual clarity a competitive sport again
danawhite,21586418,1,1006658141101182977,57,57.0,Congrats to the best interviewer in sports @jimrome!!!! Everyone give the GOAT a VOTE for National Radio Hall of Fame at http://radiovote.com  or text “800” to 96000!!!pic.twitter.com/pcat8GZHTt
TheOnlyCharlesB,1523430546,1,1006642479867842561,57,57.0,This sport is never easy but I never lose... I just learn... :osptf pic.twitter.com/LLwZJpfKWs
Softball_Troubl,825828493,4,1007763872197963777,220,55.0,Its a great thing seeing someone succeed in softball when the sport is designed to make you fail. #Softball
IndianaFootball,706923475,1,1009924542666592256,55,55.0,Preston Eagleson was the first African-American to play varsity sports at Indiana. He competed as #IUFBs left half-back from 1893-95.#ThrowbackThursday #TBTpic.twitter.com/1qoleu8C48
DZangaroNBCS,221845267,1,1002668523141857281,54,54.0,Wentz says he is presenting a $520K check for that sports complex in Haiti tonight.
ClayTravis,50772918,4,1009908918905131008,213,53.25,Sports betting will officially be legal in Mississippi in 30 days. Congrats first SEC state to legalize. http://m.msnewsnow.com/story/38477748/sports-betting-legalized-in-mississippi-casinos …
spurs,18371803,1,1002672386825695232,52,52.0,Tony Parker will be at the upcoming Spurs Sports Academy Skills Training Camp will you?#GoSpursGopic.twitter.com/3iiaJSWPRZ
outsports,20458149,1,1010993109923237889,52,52.0,So many inspiring people marching with us today for LGBTQ equality in sports! #pride #OutsportsPridepic.twitter.com/3UVjQ9MoHQ
StanCollymore,212560938,1,1003370856943378432,52,52.0,21 years ago today.Youve seen every sport twitter feed show you the goal but how did the man himself see that goal?Take it away @Oficial_RC3!!pic.twitter.com/k3IGVl7vE5
darrenrovell,24277551,7,1003406229035782146,358,51.142857142857146,The most interesting poll results I’ve ever seen on here. Has to scare the living daylights out of sports team executives. pic.twitter.com/fiJ4S8zHDL
ImaniDernee,2246159426,1,1012796788603006978,51,51.0,Sports Illustrated 2018           Swimsuit Issue presents:               DARKSKIN in yellow        Shot by: @danny_salazar99pic.twitter.com/4NHlVNHcxZ
YourSenpapii,901703685214007296,1,1010986539462086657,49,49.0,Megalo Box deadass is one of the best Sports anime pic.twitter.com/Z2ZyvjoM6z
noonbinary,699348106769465344,1,1012090764829052929,49,49.0,i thought nobody cared about sports now were adults but it turns out im just never in the company of heterosexuals anymore
NationalNOW,17789578,1,1010644164692725760,47,47.0,HERSTORY: Before #TitleIX was passed only 1 in 27 girls played sports. Today 2 in 5 girls play! #INeedMyIX
fahedalemadi,368846546,1,1009914098342027264,46,46.0,By the way .. This person specializes in drums and songs and has nothing to do with sports and the official channel name and WANASA pic.twitter.com/Z495rZIMGO
codygardner53,2247820538,1,1012090509857353729,46,46.0,5-star LSU commit Kardell Thomas plans to visit Oklahoma per 247 sports
CooperTeare,2381407771,1,1008470572395892737,45,45.0,10 months of training has led me to a trip to Finland to represent Team USA at the world junior championships this summer. I love this sport pic.twitter.com/g40din7mYE
sandicheekspv,62409227,1,1007021742592847872,45,45.0,If you’re an athletes who’s doping... I really hope you see you’re destroying sport.
svydu,1863989256,1,1012122228073422848,45,45.0,detangling 4c hair really an extreme sport like sheesh.
ParticipACTION,26626013,2,1007744788253331457,88,44.0,Playing one sport year-round isn’t smart. The #multisport approach prevents injury and burnout. #ChangeItUp Learn more at http://playmoresports.ca  from @activeforlifepic.twitter.com/RSYyJMceza
Saints,31504542,2,1011019022962393088,87,43.5,Great day of family fitness at the Ochsner Sports Performance Center with @OchsnerHealth today! Thanks to everybody who participated including @ACES_E! #Saintspic.twitter.com/MgosOoyU8z
OldTakesExposed,172580748,3,1004867231262617601,130,43.333333333333336,Here’s Today’s Sports Twitter Frequently Used Joke Of The Day #TFUJOTDpic.twitter.com/j281FF9BrK
SEPolkRams,44805064,1,1007042422092771329,43,43.0,.@Sydney_Milani made Sports Illustrated folks! #iowagirl #sepolk #legendhttps://twitter.com/primetimereds/status/1006918738472587264 …
AllHailSupreme,1327959817,1,1010999622515298304,43,43.0,I don’t care what sport you played if girls weren’t fighting over you in high school then you wasn’t the man.
FloVolleyball,4780508786,1,1003762067411648512,42,42.0,USA captain Jordan Larson explains what she loves so much about the sport. pic.twitter.com/L5OGiulafw
CBNewspaper,461484475,1,1003747077690556416,42,42.0,Augustana No. 1 in final Collegiate Baseball NCAA Div. 2 Poll. For entire top 30 go to: http://baseballnews.com/collegiate-baseball-div-2-poll-6-4-18/ …@AugieBaseball@CSUCougars@MocsBaseball@tampaspartans@SNHU_Baseball@GCBobcats@JavelinaBSB@UCSDbsb@Crusader_Sports@NGUBaseball@dsustatesmenpic.twitter.com/vFCgDHBcHI
IgorEronko,170023630,1,1007040898163765248,41,41.0,Our (Sport-Express) annual top-50 of the best Russian players out there. Top-10 is here https://www.sport-express.ru/hockey/nhl/reviews/ovechkin-vtoroy-malkin-chetvertyy-10-luchshih-russkih-hokkeistov-pryamo-seychas-1420472/ … top-11 to 50 here https://www.sport-express.ru/hockey/khl/reviews/tarasenko-ne-v-desyatke-kovalchuk-17-y-50-luchshih-russkih-hokkeistov-pryamo-seychas-1420200/ …Since the players names are on pictures heres the list:pic.twitter.com/tcbYqS8UDA
btsportmotogp,2304484100,1,1006643217570426884,41,41.0,races down to go in 2018Next up? The #CatalanGP this Sunday live on BT Sport HD. Dont miss it!  pic.twitter.com/balKqJQDpa
simon_shargot,16296574,1,1011744033629265920,41,41.0,HOLDS IT! HOLDS IT! HOLDS ITTTTTTTTTT!
CalumUpdating,768195224736702464,1,1009571010297958405,41,41.0,Do you think soccer player Calum EVER expected to be giving up the sport only to compete with Beyonce for a #1 spot on the @billboard charts?
__tuala,880756640219365376,1,1012804280015704064,41,41.0,Trying to avoid eating sugary stuff when on your period is an extreme sport tbh
NYRangers,20264905,1,1012082009701789696,41,41.0,#NYRPDC visiting the new sports exhibit @Sept11Memorial. #NYRpic.twitter.com/nm5mctCMwB
gizmotimestech,3293377159,1,1007734763430395905,41,41.0,1More iBFree Sport bluetooth headphones launched in India for Rs. 3999 http://dlvr.it/QXRG0N pic.twitter.com/0INqGACRj8
NYDoorman,577148164,1,1011707878674182146,40,40.0,Watching sports in Spanish is infinitely better listen to this goal #NGAARG #ARG #WorldCup @Argentinapic.twitter.com/uLXdUWvqmY
Andresvar_99,799817251960426496,1,1003400707104337920,40,40.0,Back to freshman year when life was great everybody liked each other Poly had school spirit DOMINATED in EVERY sport and we actually wanted to go to football games https://twitter.com/sectiongoals/status/777934247831023616 …
Rocky_Top_Fever,769837302,2,1009923884253106176,79,39.5,ANYTHING short of a Statue on campus is a disgrace.  Make it happen @phillipfulmer
JohnStensholt,860767632,1,1011001142703083521,39,39.0,This is my last sports business column before I leave the AFR and head to The Australian in a few weeks. https://www.afr.com/business/sport/sport-is-big-business-but-is-business-good-for-sport-20180622-h11qst …
IXIAcom,21125416,1,1012082143235846145,39,39.0,The #WorldCup and 5G? That’s Right. #5G will change the way we watch sports and the World Cup is proving it. Read about it in @TechRadar https://hubs.ly/H0cQ6s_0  #Ixiacom
Tennis,18847469,5,1007771616699469829,192,38.4,Stories of the Open Era: One of the most decorated women in all of sports Martina Navratilova.WATCH: http://tnns.co/g3Iosw  #OpenEra50pic.twitter.com/1J50NNfx0B
sportbible,435225922,1,1005593004009193472,38,38.0,After announcing Champions League football EA Sports have named the TWO new commentators on FIFA 19...Finally its happening! http://www.sportbible.com/football/news-gaming-legends-its-been-confirmed-that-two-new-commentators-will-feature-on-fifa-19-20180609?source=facebook …
totalBarca,74505531,2,1012093213950205953,76,38.0,Sport: Arthur Melo has played his last match for Gremio.Onwards! pic.twitter.com/bDO5D2ZxVt
jfmarshall90,952565273588060161,1,1012822828494794752,38,38.0,Watching the legends @AaronGoodwin @jaywasley @BillyTolley @Zak_Bagans in the Stone Lion Inn episode at work at the bar tonight. @GhostAdventures > Sports #GACfamilypic.twitter.com/Erjk9xtiVH
BarstoolJordie,2650003410,1,1005584094355427328,37,37.0,Eagles Super Bowl. Caps Stanley Cup. Triple Crown. Quite possibly the most preposterous year in sports history
prodnose,279513123,1,1008824763870048256,37,37.0,These same people never tweet about other nations problems in opening games. Self loathing sport hating creeps.
LaLigaEN,4704552148,1,1005570482672812032,36,36.0,Coach of @RedBullsAcademy demonstrating the importance of STRONG role models in youth sports  #LaLigaPromises pic.twitter.com/2xMoU7yzED
stu_a_rt,21477110,1,1003746247990300673,36,36.0,Waiting for sky sports to announce Southgate had concussion when he picked Danny Welbeck to go Russia
DrLindelaniM,481556580,1,1009905467789905920,35,35.0,That’s an insult to other players. Messi may be good but he IS NOT Argentina. This is a team sport. It’s unfair to Messi and his teammates to make such statements.
RiseInSilence,755476769608728576,1,1012106455481245697,35,35.0,This apps weird b I only get on here for rap and sports yet no matter how many people I block stuff like this appears on my timeline. https://twitter.com/_EllaSinclair/status/1011970890655924227 …
dr_rita39,334680402,1,1005913981956034560,34,34.0,Sport is the solution to lack of freedom according to Rajnath Singh. pic.twitter.com/S74mNY7vVV
pressure_athl,926776301909893120,1,1003425849503371264,34,34.0,Top 2 sport athlete in FL @Begreatliltone2 is a beast on the  field and  court. @nightrydaselite #FutureLegendpic.twitter.com/tk8IaDhvD9
GovWalker,213795411,1,1013547856605696000,34,34.0,The date is set: the new Wisconsin Entertainment and Sports Center will open on Sunday August 26! Very excited to see the @Bucks and @MarquetteMBB play here later this year. #FearTheDear #WeAreMarquettehttps://www.biztimes.com/2018/industries/arts-entertainment-sports/bucks-set-arenas-grand-opening-for-late-august/ …
IBM_iX,23496307,2,1003760158789459968,66,33.0,#FIFA fans - meet the Highlight Machine designed and developed for FOX Sports by IBM iX powered by Watson. https://usat.ly/2LYfqlu
CanadiensMTL,19678937,2,1012803802586603521,66,33.0,Cest parti!Were underway at the Bell Sports Complex! #GoHabsGo
focusattack,85218122,1,1008854427363610626,33,33.0,Chun-Li needs no introduction.  Theres still time to pre-order the exclusive @UdonEnt Street Fighter Sumer Sports Special cover here - https://buff.ly/2vT9SoF pic.twitter.com/92OLRmldbz
Herbalife,11071292,1,1012833122529005569,33,33.0,Sports nutrition isnt just for athletes. #HerbalifeNutrition expert Dana Ryan explains how everyone can benefit from a healthy active lifestyle.https://hrbl.me/2tGCCgO
HoarseWisperer,784575415457308672,2,1004499821712019463,64,32.0,*whispers* When she said “sports” she didn’t really mean sports. https://twitter.com/thehill/status/1004056781918597122 …
TexasVolleyball,38258364,1,1004490924536291329,32,32.0,Congratulations on your retirement from our sport @juliannjohnson_! We are so honored we got to be a part of your incredible career. Hook ‘Em forever! pic.twitter.com/ZSoseY1pJW
hottakeharry,301446777,1,1011003324483719169,32,32.0,Has anyone seen Lebron wear a cast once since he decided to sport one during his Game 4 postgame press conference ?
vsactu,2951514023,2,1012830964056195072,63,31.5,New : Elsa Hosk for Paper Magazine (Sports Issue 2018) pic.twitter.com/7XI5k0ydEy
uninterrupted,2966774301,1,1009928421235818497,31,31.0,One for the books...#RollingWithTheChampion has won a Bronze @Cannes_Lions in the Entertainment: Sports For Good category! pic.twitter.com/BNrzar2ey4
MaddyDiemer,2259192621,1,1012816105042300933,31,31.0,Have you ever tried putting on a sports bra when your body was still a little wet Pure torture https://twitter.com/orbofnite/status/883318962209075200 …
BarryHearn,236525602,1,1004467629585772549,30,30.0,Loving this show. Proper night of boxing. Well done all the lads - your all a credit to the sport
EA,15234657,1,1006653637722923009,30,30.0,Learn from developers how Real Player Motion is improving animation technology in our EA SPORTS games including @EASPORTSFIFA @EAMaddenNFL @EASPORTSUFC and @EASPORTSNBA.Read here: http://x.ea.com/47660 pic.twitter.com/QQ9xagKQgY
TheGammon,981332276997914624,1,1003421787630206977,30,30.0,If the police were serious about catching about paedophiles all theyd have to do is wait in Sports Direct for somebody to buy this pic.twitter.com/HXec4BR0w4
NiallSF,26471066,2,1011018207854039040,58,29.0,No no Mark. A dog getting onto the pitch that’s always one of the best sights in sport surely?!  pic.twitter.com/UQucgCM2DB
J2ocean_,932219636153798656,1,1005909530574663680,29,29.0,Eating saucey foods with a white shirt on is an extreme sport
MiamiHurricanes,43651920,1,1006651214325567488,29,29.0,.@MarkRicht and several others get the @MiamiNewTimes stamp of approval as some of Miami’s best in sports and recreation: http://www.miaminewtimes.com/best-of/2018/sports-and-recreation/best-coach-10382965 …
adams0941,3234136214,1,1003762322614247425,29,29.0,I’m truly blessed to receive my 1st offer from Birmingham - Southern @CoachT_BSC @RecruitGeorgia @CoachBens5ps @Alcovy_Sports  pic.twitter.com/zBHSpEmBxn
Coach_Dawkins,887067962,1,1011008521041825794,29,29.0,Honored to have UCF legends in @CFEArena. Doesn’t matter the sport! #ChargeOnpic.twitter.com/GVMC2mpoHI – at CFE Arena
jackpgreen,66340814,1,1013532992554328064,29,29.0,If we’re not trying to inspire the next generation then what are we doing? Athletes enjoy your moment now but let’s leave the sport in a better place than we’ve found it  https://twitter.com/dantiagoals/status/1013415832867786752 …
Forbes,91478624,2,1007737013519507462,57,28.5,Tech giants Amazon Facebook and Google are competing for streaming sports broadcast rightshttp://on.forbes.com/6016DYqaG pic.twitter.com/sNXmhVEOGc
Mr_KevinJones,21986542,2,1012097283993714688,57,28.5,New Podcast: Catching up with @JohnMiddlekauff on major 49ers storylines + the future of sports media https://itunes.apple.com/us/podcast/the-kevin-jones-podcast/id1056971799?mt=2#episodeGuid=tag%3Aaudioboom.com%2C2018-06-27%3A%2Fposts%2F6912635 …
WrestlingNewsCo,2253627049,3,1012809497767579648,85,28.333333333333332,#ICYMI- WATCH: Noelle Foley’s official Sports Illustrated tryout video http://wrestlingnews.co/wwe-news/watch-noelle-foleys-official-sports-illustrated-tryout-video/ …pic.twitter.com/zvouIkF1zx
Larry_Legend95,768644949550170112,1,1002677728854896641,28,28.0,The refs in last nights #NBAFinals game DENIED us history and I still can’t get over that as a sports fan
TimTrad,18414312,1,1008843944027934720,28,28.0,I REALLY enjoyed recording my first #podcast with @BRAINWORKpod if you have a travel - business - photo - video - sports - really any topic... Id love to join you. Hit me up and lets chat! https://itunes.apple.com/us/podcast/travel-photographer-tim-trad/id1364773454?i=1000413720402&mt=2 …
RichTVXSports,813047149600604160,1,1007731593241382912,28,28.0,#Breaking #RichTVX #Sport #News #Alert:  England captain Harry Kane wants redemptionhttp://www.richtvx.com/england-captain-harry-kane-wants-redemption/ …
