user@mention,user_id,No of tweets,tweet_id,retweet_count,local influence score,Tweet
PBATour,22534835,4,1004839970497028099,28,7.0,Will the PBA Xtra Frame Lubbock Sports Open produce the fourth first-time PBA Tour title winner of 2018? A talented field of future stars takes on a potent field of PBA Tour champions at South Plains Lanes this weekend. | http://www.xtraframe.tv  | #PBA #XF #GoBowlingpic.twitter.com/17B6zyjURZ
LLH713,32144891,1,1006637692195663873,7,7.0,I’m not Thomas but that video shows how well Trump understands  Asian culture as well as the ego of KJU. KJU is obsessed with American sports and Hollywood. So the video allowed KJU to be in a “movie”. The signing was like an athletes letter of intent. Allowed KJU to save face
AthleticsLCHS,2749514097,1,1010999473999372288,7,7.0,Panthers baseball players E.J. McClam (9th grade) and Shamontae Burgess (8th grade) were honored today at the High School Sports Report Spring Banquet.  McClam was named to the AAA All-Rookie Team and Burgess was named AAA All-State.  Congrats young men! #LCstrongpic.twitter.com/kPQzzSE9fR
GwoodGrlsSoccer,3080409718,1,1012093888625078272,7,7.0,Excellent achievement to these girls balancing sports and studies! 2018 Academic All-State - 1st team: Abi Schultz Cameryn Young Cat Millar Jaylin Woodward; 2nd team: Kelly Embray Nikki Schuppan Kari Schuppan; HM: Kendall Bardsley Zoie Brown Avery Blasdel https://twitter.com/iahssca/status/1012018283413897216 …
Lisalulu777,27374907,3,1003747483397361664,18,6.0,Vintage Mens 2XL XXL Nautical Water Sailing Compass Sailboat Captain Shirt #mensfashion #putashirton #men #vintage #lisalulu #discount #love #sports #care #fashion #sailing #ocean #ebay #topratedseller #MondayMotivation #ebayfashionhttps://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F173350903978 …
Mercomatic,2960220811,2,1009924674417856512,12,6.0,1956 #Monarch #Richelieu 4-door hardtop Phaeton; 312 cid 4 bbl 225 hp; Canada only manufactured and sold equivalent to #Mercury #Montclair. The 4-door hardtop style superseded the 4-door Sport Sedan at mid-year. Note fashionable external mirror location. pic.twitter.com/9ijWEmpCfc
YearOfFestivals,316547211,1,1008812395219779584,6,6.0,Even if u don’t care about sport this evenings letter of resignation from Derek McGrath to Waterford county board is worth a read. A lesson in humility commitment generosity & letter writing!Go raibh maith agat do ghach rud Mr. McGrath #waterford #gaahttps://www.irishexaminer.com/breakingnews/sport/gaa/derek-mcgrath-steps-down-as-waterford-hurling-manager-849690.html …
pythagoNRL,847055607441977344,1,1010665332799705088,6,6.0,Recent international RL attendancesAUS ENG Grand Final: 40kENG TON Semi: 30kNZL TON group: 24kAUS FIJ Semi: 22kAUS ENG group: 22kAUS LEB group: 21k#DenverTest: 19kPretty good effort considering no familiarity with the sport and no US team.
GameTimeCollect,924411838577676289,1,1007768386246447105,6,6.0,Sports card show in Ohio. Tomorrow Saturday 16th. at 3253 South High St. Columbus - from 10am-3pm. Thousands of NBA NFL MLB + NHL cards available. Some vintage cards thousands of current stars sealed wax boxes related card supplies.  20+ tables free parking and admission! pic.twitter.com/2aDSBd0wNb
wildcatnews,39137905,3,1004866246763057152,17,5.666666666666667,CORRECT ANSWER: Fletcher Carr Jr. named head coach of UK’s wrestling program (by AD Harry Lancaster) when it was created in 1973. Carr was the UK sport’s only coach. UK wrestling was suspended after 1983 season and sport was dropped by SEC. UK had Top 10 NCAA finishes twice. https://twitter.com/wildcatnews/status/1004124593613934593 …
BA_Turner,39662494,3,1012824623501594624,16,5.333333333333333,Clippers forward Montrezl Harrell has hired Rosenhaus Sports Bobby Petriella as his agents the company said. Harrell was with Klutch Sports Group. Harrell is a restricted free agent.
coachmealer,453489408,2,1004836837742047237,10,5.0,Center Hill 43 Bartlett 56 (F)  in Bartlett Summer League. Calvin Temple 10pts Kevin Henry 10pts Kaeden Laws 10pts. (12-2) Back at it tomorrow in the Sports Network Summer League at Rhodes College. #championshipmentality #tiredisnoexcuse #gottogetbetter
Jrake_17,924261508703555585,1,1005573643961815040,5,5.0,U can’t makeout with glasses U can’t sleep with glasses U can’t get in the water with them U can’t play sports with them on U can’t go outside without them fogging upU CANT DO SHIT IN GLASSES!!!!But I’ll still never switch to contacts Cuz my glasses look dope asf ya dig https://twitter.com/opniess/status/1003050476844257287 …
HaynerSportBarn,2279683501,1,1004498932246904832,5,5.0,Congratulations to former Hayner Academy student and Hayner Academy Barnstormers player Bryan Warzek on his 6th round selection by the Los Angeles Dodgers! Bryan began doing lessons at The Sports Barn at age 9. He later played for the Hayner Academy... https://www.unoprivateers.com/news/2018/6/5/baseball-2018-mlb-draft-warzek-selected-in-sixth-round-by-la-dodgers.aspx …
AriesSpears,30887601,1,1004477915344429056,5,5.0,Fellas if you had to choose A. U can continue to watch all the sports u want for life but u gotta eat only vegan till death & watch ballet 2X a weekOR B. U can eat all the pork chicken fish & beef u want but no more sports.....& u gotta throw out ya Ps4 & Xbox
VtgBluMoon,980570604075020288,1,1013562490070884352,5,5.0,#ebayROCteam #Sandals #Beach #MensTeva11 Check out Teva Sandals Mens Size US 11 Sports Sandal Style F27116A Hook n Loop Straps #Teva https://www.ebay.com/itm/253724350992?roken=cUgayN&soutkn=It0ycT … via @eBay
CGSportsNetwork,255079035,2,1007735292810481665,9,4.5,CG football is hosting the 7 on 7 Tournament & Ultimate Lineman Challenge on Saturday at the CG Bantam Fields. CG Sports Network will provide updates pictures & video highlights presented by the CG Gridiron Club. Good Luck Trojans! pic.twitter.com/rRBIGs2k4c
terryjay55,191625814,1,1002681196424224768,4,4.0,All of una wen dey here dey comment as biz proffs dem una well done oh. Let it be known that this Jersey sold becoz Nike is d brand responsible for making it. Which Nigerian sports company can have 3 million pre-ordered shirts and sells out in 15mins? They paid d NFF $1million
abinmbr,190157263,4,1012076823297941505,16,4.0,2019 Audi A4 gets minor styling tweaks to keep it looking fresh: The 2019 Audi A4 gets minor styling updates and a new Competition package with sport-tuned suspension and a more aggressive look. Audi is only discussing the European version right now but… http://dlvr.it/QYkmkb pic.twitter.com/RMtJqPH8XY
matt_barlowe,759567677539180544,1,1006682371222134784,4,4.0,NBA: Burner account shenanigans are cheeky and fun and involve collar defensesNHL:  Burner account shenanigans are cruel and tragic which doesnt really make them shenanigans at all.Congrats NHL you are the Farva of North American sports.
HPluckrose,353150513,1,1006681986726072321,4,4.0,This is silly. Its never been men saying trans women are men & women saying trans women are women. The difference here is ideological not gendered. The women complaining about trans women having an unfair advantage in womens sports are not the same women who fought for this. https://twitter.com/_JackN4Tweetz_/status/1006401428074696709 …
paulosenra,22105251,1,1009557962409545728,4,4.0,The future of sport: #WorldCup already breaking streaming records... 2010: high of 1.5 million peak concurrent global viewers 2014: 3.2 million peak concurrent viewersAlready in 2018: 7.7 million peak concurrent viewers. http://www.sportspromedia.com/news/world-cup-broadcasters-streaming-records#.WyrO1TP5NPE.twitter … #sportsbiz
3HL1045,109418805,1,1009928557139767296,4,4.0,When he got the JP Sports SEC play by play job Bob Kesling said John Ward called him and offered some advice. He said Ward told him the world doesn’t need another John Ward. He said we need the first Bob Kesling.
Holwelsportsguy,888145698549628928,1,1010620001332719617,4,4.0,Holwell Sports confirm friendlies Home friendlies will be played at Saxby Rd All England ground.Tues 10th July Home Vs Desborough. Tues 24th July Home Barlestone Thurs 26th Jul Provisional Aylestone Pk Home. Sat 28th July AWAY Arnold. @MeltonSport @SportsEye1 @HolwellSportsFc
Autotestdrivers,549247996,1,1012091232418328576,4,4.0,2019 Hyundai Santa Fe Priced from $26480: Hyundai has released pricing information for the new Santa Fe that arrives this summer. The crossover starts at $26480 an increase of $550 over the outgoing Santa Fe Sport. For 2019 Hyundai has… http://www.motortrend.com/news/2019-hyundai-santa-fe-priced-26480/?utm_source=dlvr.it&utm_medium=twitter … Car Autos Newspic.twitter.com/tZXLiAPHnf
CoachStinnett,15133553,1,1007768068171468800,4,4.0,5-10 PG Jamal Peterson @magicmallymal22 will be at the @bsnsports_ky KPA Vegas Pro Summer League. Peterson played at University of Arkansas Monticello UAM Sports @UAMsports . He will play for Coach Paul Mokeski and the Coach Mo KPA Pros Team. Register at http://www.kentuckyproambasketball.com pic.twitter.com/sMcvLeMgwG
YMCA_Calgary,36064729,1,1007729690403065858,4,4.0,Tomorrow is #AllSportOneDay organized by @SportCalgary and some of YMCA Calgarys branches are participating. Please visit Shawnessy YMCA Saddletowne YMCA and Shane Homes YMCA at Rocky Ridge between 10 am - 2:30 pm to participate in many different kind of sports! pic.twitter.com/BzFw2Ecs1X
gregbettinelli,14220991,1,1003397510444924928,4,4.0,Sunday diligence re: sports wagering in US. In 2017 ~$940B wagered in US legally $840B at casinos (regular + tribal) $80B on state lotteries $11.5B on horse racing $5.5B on sports in NV. In total >$100B in revenues collected w/ effective take rate 11.3%. Sports is low at 5.5%
PadresCentral,2421121387,1,1007027597534846976,3,3.0,Some names of #Padres alumni scheduled to participate in the first #Padres Fantasy Camp Jan. 20-26 2019 at the Peoria Sports Complex -- Trevor Hoffman Randy Jones Garry Templeton Andy Ashby Steve Finley Brian Giles Mark Grant Mark Loretta Tony Gwynn Jr. Mark Sweeney.
SanamTweet,3039916004,1,1005577953697120256,3,3.0,Makkah its holy place of Allah . Thats not suicide sport . Allah gives you chance to visit Makkah .but Allah not give you chance to visit paradise .  Ya Allah give good think our mind @Innoxent_Farii @maheench55 @Hareemay_ @AyezaKh17389844 @Eish0oo201https://twitter.com/ALadyInKuwait/status/1005361008712540160 …
nofish_nonuts,909812860192096256,1,1005565512028282880,3,3.0,...down to ankles + lost 4 65 to 61 (got replacement at 72 to keep playing  &/stay healthy; since gave up all sport beer & 1° malt scotch b/c if he breaks a leg hell lose it); sis: major depression & PCOS; niece: anxiety+ADHD; nephew: pectus excavatum; bro: born...
PaintedbyCarol,1608823532,1,1011751060741001216,3,3.0,Snowboarder Keychain Snowboard Key Fob Snowboard Keyring Snowboard Gifts Winter Sports Keychain Gifts for Snowboarder https://etsy.me/2wWzr8M  #PaintedbyCarol #Etsy #OlympicSportGiftpic.twitter.com/2aeOJuk1oF
CPAMrBrown,977210331838734341,1,1009921035880280065,3,3.0,SPORTS DAY REMINDER: Tue 26th June: RECEPTION ( 9.15am - Croft Park) NURSERY on EYFS playground Y1 & 2 (approx` 1- 3pm at Croft Park)Wed 27th June :Y3 & 4  (approx 9.15 11.45am)     Y5 & 6: (approx` 1 -3pm pm @ Croft Park. Weather looks good-water bottles & sun cream on folks. pic.twitter.com/kgIwnjo4wN
timelessnotions,2652340153,1,1009905056865546240,3,3.0,Coaches Gift Hockey Coach Thank You Gift End of Season Sports Team Gift Personalised Coach Gift Coach Birthday Gift Team Coach Gift https://seethis.co/pl2aBB/  #craftshout #handmade #kisteam #giftideas #marketnshop #etsymeetntweet #handmadehour #etsyfinds #craftychaching #etsypic.twitter.com/EVc5sdMeGl
DirectRays,853360466,2,1012121158756524032,6,3.0,Pleased to tell yall this years Westchester Sports Hall of Fame inductees are Lakeland Field hockey/lax coach Sharon Sarsen Fox Lane wrestling coach Joe Amuso (both overdue) Fordham golf coach Paul Dillon & Iona College basketball scoring record-holder Kevin Bass #QuiteAClass
NBADraftGod,987147373250883585,1,1008823655294382080,3,3.0,Puma named Jay-Z President of Basketball Operations minutes ago. Made sense Roc Nation’s sports agency was pushing Puma in every meeting they had w.prospects. RN also reps Zhaire Smith. Wonder how Mo Wagner & Angel Delgado will feel of their “boss” can’t get them Puma shoe deals
JesseNFriedman,1290441690,1,1010666849070034944,3,3.0,Patrick Corbin and Zack Greinke each sport an average fastball of about 89-90 mph. That hasn’t mattered much the last couple of days in Pitt.Corbin (yesterday): 7 IP 3 H 0 R 0 ER 0 BB 12 K.Greinke (today): 6 IP 2 H 0 R 0 ER 0 BB 7 K.
SkyeUnited,703829090957045761,1,1012817690266726405,3,3.0,Senior Mens|Round 13 Skye United vs Boorondara Carey Eagles Saturday 30th June Wilcox Field - Carey Sports Complex - 169 Bulleen Road Bulleen. Ressies 1pm and Seniors 3pmGet down and support the boys if you are available ! #skye18
nfansu,141289124,1,1012804282037559297,3,3.0,”Inna lillahi wa inna ilayhi rajiun”(We belong to Allah and to Him we shall return.) I learnt with great sadness the demise of my great friend neighbour & a pious Muslim KEBBA YORO MANNEH he was a dignified and committed sports person may Allah grant him Jannat Firdaws. pic.twitter.com/UQph9HGEx3
JamaicaGleaner,40954616,1,1011034179553972226,3,3.0,Sports Minister @Babsy_grange says Fraser-Pryces statue will be erected in Statue Park in October. The statue is at the wharf here and will be cleared next week. It will be erected in Statue Park close to the Bolt statue Grange said. http://jamaica-gleaner.com/article/sports/20180624/maquette-reflects-sfps-strength-determination … #GLNRSports
CioAmaro,714480767120838656,1,1011008819739152385,3,3.0,Wary of hacks teams get serious on cyber security | Sport  | Pindi https://buff.ly/2InKjgq  #Infosec #CyberSecurity #CyberAttack #Hack #Breach #Threat #DDoS #CyberWarfare #Malware #Ransomware #Cyberwarning #Phishing #SpyWare #Tech #Technologypic.twitter.com/t4rRfjEoID
FishUSA,21477874,1,1012079410491674624,3,3.0,FishUSA Captain and Guide member Mario Chance of Reel Action Sport Fishing caught this great 12lb walleye while trolling a Michigan Stinger spoon on Lake Erie.-#fishusa #americastackleshop #fishing #fishingrod #walleye #boat #lake #fishingboat #awesome #retweet #favoritepic.twitter.com/VVeGRoiqCN
OfficialHHHCSD,702275869444857858,1,1007759725289713664,3,3.0,Congrats to our HHH athletes named All Long Island for Spring sports by @NewsdayHSsports: HSW Boys Lax–C. Mule; HSW Softball–J. Weinstein; HSE Baseball-M.Hogan; HSE Tennis–A. Srivastava; HHH Boys Badminton: K.Karott A. Tan Z. Cohen & L. Wild. #HHHCSDhttp://ow.ly/6Ofe30kwezJ pic.twitter.com/UD8pXPy4U1
Miami_Waves,2925526211,1,1007758802094116865,3,3.0,Miracle Sports All State Teams are out and the Waves girls made a huge showing!1st team 2A INF Jocelyn Alonso P Mac Bergstrom UTIL Sarah Young 2nd team 2A DP Morgan Wells. 1st team 3A UTIL Grace Kirwin.  2nd team 5A OF Maddie Wells. 1 st team 9A OF Rebecca Wells.  Represent!
LouisianaKnight,741768626,2,1008481889240453120,5,2.5,14U Black with 12-6 win over NWR Chargers 14U.  Aiden Moffett goes 3-3 Cardell Thibodeaux 1-2 with 3 runs Kade Woods 1-2 w/ 2 RBI Logan O’Neill 1-2 w 2 RBI and Tyler Wolfe goes 2-2 w RBI.  Nice weekend boys going 3-0 @2d_sports pic.twitter.com/7QTyhNX01A
zumba_zoe,771867505,2,1008852345109860357,5,2.5,Let’s bounce into action with Zumba Gold Fitsteps & Aquavibe. It’s fun! It’s exercise in disguise  TUESDAY10am  Zumba Gold Central Community Centre Lindum Street (opposite Bus Station) in the Sports Hall1pm AquaVibe Riddings Pool6pm Zumba… https://ift.tt/2JOpYWT pic.twitter.com/rWzoWp4Unq
BBallInsiders,2222250451,2,1010620029388218368,5,2.5,Sources: Carmelo Anthony Opts In with Thunder: Oklahoma City Thunder forward Carmelo Anthony has opted into his $27.9 million salary for next season by not exercising his early termination option league sources told Yahoo Sports. Anthony… http://dlvr.it/QYHwnX  @bballinsiderspic.twitter.com/en2GFPy6br
GodAmn3sia,1396212493,2,1009905966823993345,4,2.0,T6 HGE FUHJCKING KINBCEL DELTEFRTD IT WAT ER POLO IO9SA A PGHYSFDOICAL;LY DEMANDING SPOR6T ADNAH UYS3EYE NEEE S TO FUCK UOOF F MY FUCKING BVIU5T OIN SHOWS THAT WAWTWER POOIO9O IS A FUCKING SPORT THAQTY SHOULD BE TAKE NSERIOUS IBNCELLLLLLLLLL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
TalkingScars,2238038616,2,1012093746664493056,3,1.5,2019 Hyundai Santa Fe Priced from $26480: Hyundai has released pricing information for the new Santa Fe that arrives this summer. The crossover starts at $26480 an increase of $550 over the outgoing Santa Fe Sport. For 2019 Hyundai has… http://dlvr.it/QYl2W7  Automotivepic.twitter.com/P26qG5iJuD
PottiTeam,1755776473,2,1012793258198564864,3,1.5,Football Cufflinks Football Accessories Football Dad Gifts Football Mens Gifts Football Jewelry Football Coach Gifts Sports Dad Gifts by PaintedbyCarol On Etsy from PaintedbyCarol https://ift.tt/2jRg2xr pic.twitter.com/HwlKp3F9vX
