user@mention,user_id,No of tweets,tweet_id,retweet_count,local influence score,Tweet
utdxtra,2196205482,1,1007742286891974656,369,369.0,David de Gea: “I think the Spanish sports critic are harder on me.  I dont see any good talk about me. I think there are a lot of people who didnt defend me when they could have defended me.” #mufc [Onda Cero]
iubiscuit,3463395976,1,1009947479838806016,302,302.0,[Sports Seoul] Music Power People survey among people in the industry. As of 2018 who is the most influential figure in the Korean pop scene?.Male Soloist: G-DragonFemale Soloist: IUhttp://entertain.naver.com/read?oid=468&aid=0000396974&lfrom=twitter …pic.twitter.com/w474i9ZBPn
SemWrestling,187726118,1,1003763278525452288,270,270.0,This sport is brutal.  Incredibly dreamcrushingly brutal.  It doesn’t care how hard you worked to accomplish a singular goal.  It is unforgiving.  But what it lacks in compassion it makes up for in opportunity for redemption.  Buy back in immediately!
ramyeonduo,891085434209550336,2,1009945660483751936,499,249.5,Most Powerful Girl Groups as voted by 35 executives from the music industry:1st TWICE2nd RED VELVET3rd BLACKPINK4th MAMAMOO5th GFRIENDRed Velvet rose to 2nd from 5th place last year. Increased points in popularity and fandom.Source: Sports Seoulhttp://naver.me/xwbzyLhK pic.twitter.com/nE92SdS0bY
AlbertBreer,61830970,1,1003781310324858881,222,222.0,Just FYI: Weve seen players from various teams in various sports in the past skip the White House visit following a championship for political reasons. And its happened to presidents from both parties. Weve never seen this sort of reaction from DC.
OhMyGoal_US,737675851114926080,1,1010619753621098496,198,198.0,Sons tears after losing against Mexico. In South Korea a 2 year military service is mandatory to all men before turning 28. The only exception is to reach glory representing the country in sports like it happened in 2002. Sons career at Tottenham might come to an abrupt end. pic.twitter.com/uGasJCvcFD
kenbensinger,31280510,2,1012100941233811456,356,178.0,Reminder: FIFA is a massive geopolitical story larger than sport. Here’s Sepp Blatter banned by FIFA gleefully waving his World Cup pass in the face of everyone. Who personally invited him to Russia? Vladimir Putin that’s who. pic.twitter.com/WK31shPpcK
Patricia_J,27762612,1,1004840266824605696,174,174.0,I’m so proud to be the *NEW* owner of my dream car: Range Rover Sport V6 HSE and this Glamgirl had to coordinate my look to be twinning with my new baby!A huge thank you to the @GrandTouringGTA team CEO Paul Cummings & Director of Sales Jack Varisco for taking care of me!pic.twitter.com/2q4aJY0tBZ
DaPatMac,2983268813,1,1007762924847489024,169,169.0,An unpainted factory mold test of the Jakks Pacific World of Nintendo Waluigi 4” figure I acquired off of TaoBao. He sports some snazzy pink pants (legs?) gloves and shoes. pic.twitter.com/PnKlU3Sl3i
sbell021,17667000,2,1003401251298607105,329,164.5,I am a Detroit sports fan and I would — without hesitation — sign up for another decade of Pistons purgatory if it would ensure John Beilein stays in Ann Arbor for the rest of his career.
BadgerFootball,21790466,1,1009936661030031360,160,160.0,Sports Illustrated projected the Top 100 players for college football in 2018. Five of them are are #Badgers.6. Jonathan Taylor42. David Edwards52. Michael Deiter74. Beau Benzschawel95. T.J. Edwards https://on.si.com/2tiLVmK pic.twitter.com/dt9kpjIi2b
PamelaGeller,15669672,1,1011015829142495232,158,158.0,Islamic Apartheid: No Football for Christians in Egypt @WorldCup: Remember how South Africa used to be shunned at sports events because of Apartheid? Why dont other supremacist regimes meet with similar exclusions? http://dlvr.it/QYNbZX pic.twitter.com/7sFHOEB7Ba
Oliver__Bond,177872249,1,1003753181124481026,144,144.0,A Consultant Neurosurgeon on Sky Sports says Loris Karius should have been substituted straight away after the collision with Sergio Ramos in Kiev but admits it was a tough call for Liverpool’s medical staff.
dabeard,28279637,1,1002689898309210118,141,141.0,One day in apartheid South Africa @StevieVanZandt saw his cabbie swerve to hit a black pedestrian for sport. The author of what would become an anthem against racism “Sun City” thought: “How can I bring this government down?” #smwkndpic.twitter.com/EVljNGzMyA
aidosaur,21415375,1,1004845067033567234,135,135.0,Due to popular demand weve resurrected Sports Anime— its now available on a baseball tee unisex tee ladies tee & tanktop and as a tote     https://johnnywander.myshopify.com/ pic.twitter.com/OOcSgn5XQQ
Salansar1,1577663222,1,1008485112600760320,130,130.0, #Qatar appears to be politicizing #BeINSports broadcasts in violation of contracts with sports federations including the UEFA Campions League and @UEFA Europa League as well as #FIFA#SportWithoutPolitics #FIFAWorldCup @FIFAcom#FIFACongress #FIFA2018https://www.huffingtonpost.com/entry/qatars-bein-sports-network-is-on-the-verge-of-collapsing_us_5a10d94ee4b023121e0e9391?ncid=engmodushpmg00000004 …
btowncoachmay,2420851976,1,1005959186784669697,126,126.0,Southridge Semi State Baseball Champions. From Scott Buening {Southridges State Champion Football Coach} all 19 baseball players play 3 sports. 10 of the 19 played football & of the 10 baseball starters 8 of them played football. You can play Multi- Sports & be successful.
dawnstaley,18883414,1,1007047936486801409,125,125.0,My heart is broken tonite hearing this. Truly heartbroken.  Truly a sad day for our sport. What a pioneer of our game. Please let’s wrap our arms around Anne’s family!  RIP ANNE! https://twitter.com/espn_womenhoop/status/1007045118984097792 …
TheTayaValkyrie,31426210,1,1005962600562036738,122,122.0,Star of both @IMPACTWRESTLING and @LuchaElRey Taya Valkyrie has created her own path her own way with passion sacrifice hard work and love for this sport. Want to see La Wera Loca and Lucha Royalty in your promotion?? Email tayavalkyrie@gmail.com for more info!  pic.twitter.com/aBQXfZaBrA
RealTimeWWII,364488011,1,1012805846093398016,110,110.0,Luftwaffe reconnaissance planes have spotted obstacles on cricket pitches; excited German intelligence conclusion: British working class are sabotaging the sport of plutocrats!
renoomokri,264248576,1,1003751388013256710,104,104.0,The only way the Buhari Admin can win the #BuhariChallenge and name one project Buhari has initiated started and completed in the last three years is if they include lying as a sport in the Olympics. If they do Lai Mohammed and @Garshehu will win gold and silver for Nigeria!
aakhtar,19062700,1,1012098306741293061,100,100.0,Disgraceful and needs action. We cannot say for certain like to see a public inquiry on cause of this disaster. But appears highly likely the extent of fires causing such damage is another outcome of this extraordinarily destructive“sport”.  #Manchesterhttps://www.theguardian.com/commentisfree/2018/jun/27/moors-grouse-shooting-saddleworth-fire-sport-land?CMP=share_btn_tw …
AnimalLeague,15678511,1,1004498281874034689,96,96.0,Meet Brittney! Brittney has a lust for life and adventure. She loves having a job to do and a person to please! She would do great in an active home with people who enjoy outdoor activities such as hiking as well as dog sports such as agility.  #GetYourRescueOnpic.twitter.com/eKV0OO809q
DylanGeick,888650932514201602,1,1006668161285058560,92,92.0,The faces in the fortnite ProAm are blowing my mind. Pro Athletes from every sport under the sun Huge Actors Bestselling Music Artists Social Media Influencers -- Napolean Dynamite is in it ffs
BatcatPosts,2261979456,1,1012820116583665665,90,90.0,Batman #50 covers by Philip Mcnulty for Heroes Comics and Sports.Batman #50 art print by Israel Silva Art when you buy #50 from Fantastico Comic. pic.twitter.com/jtPzPYFymX
DrNicolasHart,165428841,1,1011710790104113152,89,89.0,The latest impact factors for Exercise and Sport Science journals - ( Top 50 in images below ) - with some key movers and significant improvements across the board ( now reaching as high as IF 7.8 ). #Science #Exercise #SportScience #ImpactFactors #Researchpic.twitter.com/LQn4aNoiUS
dfstoken,899039227144425472,2,1010992475681447936,172,86.0,Digital Fantasy Sports $DFS Token is now featured on 8 #EXCHANGESFull List: http://www.DFSToken.com  The #1 #FantasySports Gaming Token built on #Blockchain Technology and #ETH #SmartContracts24/7 Chat: https://discord.gg/EQVZXZU #AIRDROP ENDS 6/30: https://twitter.com/dfstoken/status/1007048287080386561 …pic.twitter.com/1d8EWgLu9g
MrArsenicTM,168209032,3,1012837531929464832,255,85.0,Pablo Bentancur’s [Torreira’s agent] dark history. He was involved in homicide setting up vip prostitution network exploiting minors for the pleasure of football players & illegal sport transactions1: http://bit.ly/2JMfTFT 2: http://bit.ly/2tafVAl 3: https://bit.ly/2IElL2z pic.twitter.com/zPFd9tVIu6
SocialistVoice,1833919200,2,1012123191689596928,166,83.0,Animal campaigners outraged as just 5% of illegal hunters arrested after 1600 reportsThe League Against Cruel Sports has demanded more police action and a tougher law to combat illegal hunting https://www.mirror.co.uk/news/politics/animal-campaigners-outraged-just-5-12808799 …
BTSportBoxing,198867393,3,1009904161079508992,243,81.0,Things got heated at the press conference... Roll on fight night! Murray vs Garcia Yarde vs Sek Davis vs Kumanga Dubois vs Little BT Sport 1 HD Saturday 7pm pic.twitter.com/268L3OlTbl
allaboutayannaa,550514862,1,1010628775460114432,74,74.0,If you live in cypress I’m pretty sure your parents worked hard for you to live a descent lifestyle. You either need to be playing sports or pursuing a career/starting a business. But y’all ducks rather play drug dealer.
Realmadridplace,246936253,1,1007758105499918337,73,73.0,Corriere dello Sport cover : “Give him the (salary) increase!” - A show for the eyes that reconciles us with the World Cup - on the way to find a solution with Real Madrid for money Cristiano turns into a monster: scoring a hat-trick to slow down “his” Spain. pic.twitter.com/YQErlOlwP6
NRandonFactor,19909064,1,1003783898671845384,72,72.0,This is Jacklyn Ellis. A BriSCA F1 stock car driver. In a tough male-dominated sport Jacklyn whos 5ft nothing just won a race at Buxton against the very best in the sport. A former NHS worker shes a brave girl both at work & at play. Please share. @BSCDAF1 @RacEllispic.twitter.com/TjbC6kHz44
lthomasnews,43334982,1,1003384160940167168,72,72.0,Some complain MMA media spends more time than other sports media on issues like this.However athletes in other sports do not routinely do things like defend Nazi tattoos or racial epithets or anti-gay slurs or murderous dictators. We are constantly dealing with this stuff. https://twitter.com/EricSpicely/status/1003382595466551297 …
LorelaisLife,1555931384,3,1013550831235301376,205,68.33333333333333,Having a BBQ this July 4th? Make dad happy w/ Michelob ULTRA! Share a tribute using #ULTRADAD and $1 will be donated to Up2Us Sports training mentors to promote active lifestyles. Enjoy the holiday!CLICK here --> https://ooh.li/e264759 #ad #MichelobULTRA #LiveULTRA #July4thpic.twitter.com/Y6lDFS4MON
2ndHalfPlays,960597079184863233,2,1003774358173765637,129,64.5,1 Month Package Giveaway Last 23 bets 20-3 (87%)To Enter1. Follow @2ndHalfPlays 2. RT + Like #winners #betting #sportsbetting #today #bets #soccer #makemoney #tips #news #freebets #sports
MikeSullivan,195203803,1,1008493836413427712,59,59.0,Sick of all these sanctimonious golf experts scolding Phil Mickelson for “disrespecting” the sacred sport of golf. Get off your high horse. Dude got frustrated and took a penalty. Not a big deal. Don’t make something out of this that it’s not.
LeslieSmith_GF,858510049,1,1004466159511453696,59,59.0,me watching all the fighters complain about early weigh ins endingwhile thinking about how much better the sport of mma will be once the UFC has to respect fighter input in major decisions like this once #projectspearhead #unionize #ufcpic.twitter.com/YWqAGf4rvF
rpadnis,783131414636167168,1,1003379879470133253,58,58.0,There are metal detectors and armed guards at sport stadiums museums airports concerts and when I went to Tallahassee they were in POLITICIANS OFFICES.Those places are not referred to as prisons. Why can’t schools have the same security?#expectchange
4freedominiran2,740194846346973184,1,1007732461592350721,57,57.0,#IHaveADream 4 #FreeIran2018Messages of #Solidarity with the Iranian Resistance (#NCRI) and Grand #Gathering in #Paris by Chairman of the Sports Commission in parliament in #Berlin#Germany #Iran #IranRegimeChange #IranProtests#ایران #ایران_آزاد۹۷pic.twitter.com/ObdmqnEK5Q
HermanDHerman,752607733107593216,1,1002685475893760003,55,55.0,We will not let you erase lesbians & gay men with your queer eugenics. We will not let you entice children from their parents & make them slaves to pharmacuticals and surgeries. We will not let you drive women from sport or experiment on babies or close down rape crisis centres7/
naexjr,921820063279341568,1,1009909477523574785,55,55.0,Wearing contacts when you have bad hayfever is such an extreme sport ffs. You cant rub your eyes you cant even touch your eyes. You just gotta roll your eyes around like a flipping clown until the itch goes away
RedNationBlogga,29971681,1,1006661332765200386,54,54.0,It’s weird I’ve seen Heat fans Celtics fans even Thunder fans openly cheer & root for GSW’s continued dominance. Never have I seen this with any other franchise in sports history. I think it’s because people enjoy seeing LeBron lose to them rather than their team actually win https://twitter.com/cindtrillella/status/1006658752299388930 …
cuttingedge2019,895601237541789696,1,1012816034271780864,54,54.0,@BDUTT People who dont care two hoots for the flag/Vande & 1 law for all telling us what to sport on our head! Oye! Hullo! Go fly a kite!Well done @myogiadityanath ! No appeasement of any kind in any form. Self-respect is more invaluable by far than @Shehla_Rashid s 15 lakhs.
besttravelbook,4896023595,2,1007021155474116609,104,52.0,Inspiration for your #Summer  #HolidaysPuerto Vallarta a resort town on #Mexico’s Pacific coast has fabulous beaches water sports and nightlife scene.#Travel #TravelTuesday #Photo #Photography #Mexico pic.twitter.com/6QJrcpQLc9
SofaRacer,205729863,1,1002672260463939584,51,51.0,Valentino Rossi. The greatest of all time. A man of sport speed passion and humility. An intelligent man. Thoughtful funny engaging focused. And fast. Always always fast. A man beloved of us all.It is time for him to speak out.
killakow,117193693,1,1012826761011322881,51,51.0,Windhorst on ESPN just now: LeBron may give more weight to Philadelphia in his decision-making process if given assurances that fellow Klutch Sports client and current Sixers foreign stash Joseph Kony can be assured a roster spot in 2018-19
DNA_GTFOH,76479319,1,1003414166915420163,50,50.0,The “ CHAMP” says Blogger think Cuz we say the most disrespectful stuff on stage there allowed to do it as well .. what they forget is we get paid to say that stuff on stage and understand it’s part of the sport .. them doing A video crossing lines isn’t #CHAMPMESSAGE
dbrainio,888326326284890113,1,1013540623700365312,49,49.0,Fox Sports explores #AI with @IBM for innovative #football experiences. FIFA #WorldCup Highlight Machine analyzes video from the FIFA World Cup archive and extracts data allowing users to search for goals red cards players. @CGinLA for @THR.https://goo.gl/CqjY28
brayden_mcmahan,385154470,1,1012115660711890944,46,46.0,the best races ranked:14. you13. can’t12. rank11. them10. because9. they 8. each7. give6. something5. unique4. to3. the2. sport1. Knoxville Nationals
ORachaelO,2340915637,2,1009555154562101248,86,43.0,Like men don’t comment on women’s sport. Actual choke-lol. Men haven’t stopped commenting on every passing thing as tho expert since Earth’s first dawn. These women have to be 10 times as good as their male counterparts to get out alive on these shows. Good grief Charlie Brown.
tobiologist,2332993834,1,1011010703870840832,43,43.0,day 24: rival sports team au! with #klance on rival volleyball teams-- the kalteneckers and timberwolves. lance is thirsty for his first championship title. and his relationship with keith runs deeper than a mere rivalry pic.twitter.com/WUf4qjdQyA
SkySportsF1,368276033,1,1005902379995127808,41,41.0,Bottas didnt fancy spraying the bubbly this week LIVE NOW on Sky Sports F1 – Channel 406  Sky Go: http://skysports.tv/HuzbYB  Blog: http://skysports.tv/PtJT8k #SkyF1 #F1 #CanadianGP pic.twitter.com/OkF1UeuSCU
Edwin_Disla,99391201,1,1003749629647900672,41,41.0,My entry to the Udon Summer fan art competition for Street Fighter: Summer Sports Special 2018. Hope you guys like it and wish me luck I hope to be selected. #SFcomicfanart #StreetFighter #RMika @Louffy086 @TheFuudo @StreetFighter Better Resolution: https://ryusoko.deviantart.com/art/R-Mika-Street-Fighter-Summer-Sports-Special-2018-748223614 …pic.twitter.com/G8M0EPAezg
Sammy_Goal,30720839,1,1003376331076374528,41,41.0,This is the XI Sampaoli is planning to use for Argentinas first game at the World Cup according to TNT Sports. Its got a bit of the Zidanes y Pavones about it - ironically Bocas Cristian Pavon would be on the bench pic.twitter.com/ZgAuUFz2ZY
pressfreedom,18650093,2,1012808398713257990,80,40.0,These are the 5 @capgaznews employees who were murdered Thursday in #AnnapolisShooting:Gerald Fischman editorial page editorRob Hiaasen editor & columnistJohn McNamara sports writerWendi Winters community correspondentRebecca Smith sales assistant#WithoutNewspic.twitter.com/ipoOEP7J9E
KennyMcPeek,338575558,2,1012810785989545984,79,39.5,Trying to watch my horses to run @Churchill and @TVG doesn’t show on either channel.  Can’t watch on an ADW because I’m in New Jersey to run a horse @MonmouthPark   Can’t watch on @HorseRacesNow eithersport is ridiculous in how inept it is towards fans.  Someone figure this out
lizziethat,247507520,1,1008481265912352770,39,39.0,Guys think that they like girls who like sports. What they actually like is a girl in a very tight sports jersey serving them wings and getting the terminology wrong. Guys like girls who like guys who like sports. My experience with male sports fans in one quote. #SetItUp
cgtnamerica,620136960,3,1012100769363963904,117,39.0,“Never do this. Never do this to a woman!” Brazilian sports reporter Julia Guimarães immediately confronts the man who tried to kiss her during her live report. She is the third woman to face sexual harassment while covering the #WorldCup games in Russia.pic.twitter.com/3ZdVA5qpYP
unitlostgaming,83617082,1,1010998637009219590,39,39.0,I dont understand these people tweeting at me saying football is trash lul etc etc.I used to play for a professional team. Football was my life from the age of 9-22. Its my countries national sport.So yeah Ill keep tweeting about football. Especially England.
ashtonsims26,766582956769021953,1,1009943504636841985,38,38.0,Huge Exposure for “Tier 2” nations!! Would love to see Ire Scot Italy Wal Fra etc in the near future as well Rugby Leagues biggest games on one of the biggest sports networks #InternationalRugbyLeaguepic.twitter.com/oukHRW8isA
newsdaymarcus,897942726,1,1008822401528946694,38,38.0,YES citing Elias Sports Bureau said Juan Soto debut will still be recorded as May 20 with an asterisk to denote his appearance in the suspended game of May 15. So his two-run HR today contains the second most famous *
VikingAthletics,49077683,1,1012808311153004551,38,38.0,Since 2007 GV Athletics has been led by Troy Plummer....16 to 25 sports275 to 750 student-athletes 11 National ChampionshipsEmpowered coaches who achieve greatness @GrandViewAD was named AD of the year today by @NACDA and @UnderArmour for his dedication to GV!pic.twitter.com/lTaUjSYJK8
GrahamWP_UK,219233615,1,1010998576909049858,37,37.0,These two Albania-sucking clowns have almost undone about 20 years of Roger Federers Swiss sport image building...Granit Xhaka and Xherdan Shaqiri facing two-match World Cup bans for celebrationshttps://www.independent.co.uk/sport/football/world-cup/world-cup-2018-xherdan-shaqiri-granit-xhaka-goal-celebrations-fifa-investigation-a8414211.html …#Switzerland #WorldCup #Russia2018 #WorldCup2018
NuhuAdams_,370712020,1,1005595299765784576,36,36.0,The Africa Sports Journalists WhatsApp group needs new members. If you are a sports journalist based in Africa and wish to join WhatsApp this number +233247664106. pic.twitter.com/aUTnybvlPn
stevedittmore,17024326,1,1006647700228640769,36,36.0,Apparently Razorback fans will be turning out in force in Omaha. Price per ticket on NCAAs website for Sundays game is 2x that of any other opening round game. Also how can NCAA justify selling tickets to its amateur sport event at market price? https://www.ncaa.com/tickets/baseball/d1 …pic.twitter.com/Cvwozr0kvT
WaywardWinifred,3430882365,1,1010660587146305536,36,36.0,My brother @AdyBarkan and friends from  #LeagueOfHeros will begin a 5 week RV tour across America beginning on June 30th in Los Angeles at the #FamilesBelongTogether rally. Democracy is not. a spectator sport and Ady will mobilize voters to defeat #Trumpism and  #FlipItBlue.https://twitter.com/nowthisnews/status/1010659515799236609 …
ZhuzhengtingT,982504934556880896,1,1007772144934182912,36,36.0,180616งานแฟนมีต #THXwithLOVEinTianjin Day 1 ที่ Tianjin Sports Centerเวลา 14.00 น.(ไทย) pic cr. Perlen0318_朱正廷#NinePercent #NINEs #朱正廷 #ZhuZhengting #จูเจิ้งถิงpic.twitter.com/nzALqiAJW0
teamplayup,957721929791676416,1,1006679698825363456,35,35.0,How will the PlayChip become the cryptocurrency of choice for the fantasy sports and online gaming industry? Well check out our medium article to find out! #PlayChip #universal #blockchain #ETH #BTC #tokenhttps://medium.com/playchip/power-of-the-playchip-e406e469e934 …
_BlakeEddins,195615709,1,1012111451794833410,35,35.0,Yes we have one of the craziest fan bases in all of college sports. Yes there are a few reasons for that. But there is no denying how much we love our Hogs. Amazing to see the sea of Razorback red from all 4 corners of Arkansas & beyond in Omaha! Bring it home fellas! #WPS
PHLSixersNation,471279913,2,1003776607612559361,69,34.5,So Josh Harris and co haven’t even interviewed Colangelo or his wife... it doesn’t matter how much talent we have we have a front office and ownership who are completely inept of running a team. We deserve so much better and I’m sick of being the laughing stock of the sport
NoahHenson98,2753064208,1,1009583239000977409,34,34.0,Alrighty boys & girls... I’m going for a Hail Marry.... my dream is to be at a job where I can talk about sports 24/7 I’m going to start my own Sports News Company... please please please give me a follow retweet & help make my dream come true I Love You all  Thank You-Noah pic.twitter.com/Dob5227tXz
CPJAfrica,128308837,1,1003770604380712967,34,34.0,Separately unidentified men on May 30 attempted to break into the home of @SaddickAdams the sports department head for the privately owned Atinka Media Group. There is a gate and thats what they tried to break through...before the police arrived Adams told @pressfreedom.
coreyssportsbar,2747232071,1,1008828330353856515,34,34.0,What can we say #Corey’s sports bar is just insane! #England #comeoneengland #itscominghome #englandreactions #england #goalreaction #englandvstunisia #ENGvTUN #coreyssportsbarpic.twitter.com/r1TukMJVIE
Castricone,27857455,1,1010643119115767809,34,34.0,UWs -21 win over Oregon in 16 was...- its highest scoring game since 1944- its 2nd highest scoring game ever vs an FBS school (beat Cal 72-0 in 1915) days til kickoff vs Auburn on the Washington IMG Sports Network!
CrowfootJim,585774631,1,1007022371834875905,33,33.0,In the capital of Ethiopia there is famous nightclub sponsored by an equally famous sports brand that plays only the music of Sweden’s most popular band.It’s Addis Ababa’s Adidas Abba Bar.
raviubha,93172645,2,1004842928127307778,66,33.0,Nadal when asked whether he feels pressure: I dont have any obligation to win first thing. Second thing if you dont feel the pressure its because you dont love the sport. And if you dont love the sport its better to come back home and do another thing.
JessicaMorrey,20104444,1,1003783114651561984,33,33.0,The #Clifton Cubs are headed to the state tournament for the first time in school history! They hope to be the first Clifton team in any sport to win a state title!Keep it tuned to @KCENNews for all your Cub coverage all thoughout the week! @baby_cub_23 @HutchKettlerpic.twitter.com/n39Uqm7CNw
IndyCar,21302878,1,1005596663585673222,32,32.0,NEXT: Americas Original Nighttime IndyCar Race. @TXMotorSpeedway 8PM ET NBCSN http://IndyCar.com  NBC Sports App >> http://bit.ly/2LBw7lF #INDYCAR // #DXC600pic.twitter.com/mG8AbBuMmY
CLAY5ROSS,2616937945,1,1009946930149933056,32,32.0,Arizona is a powerhouse for sports. 2 Arizona high school players in the first round for the MLB draft. Now 1st and 2nd overall picks are Arizona high schoolers go in the NBA draft!
J_rawww_,262753656,1,1003774504756285441,32,32.0,2 Major Sports teams Hosting Super Bowls/ Final 4’sfestivals Mardi Gras natural resourcesThe Mississippi River as a major world port There’s no excuse for this https://twitter.com/wwltv/status/1003694165732061184 …
UniKLOfficial,1599686497,1,1011018094519578624,32,32.0,LET THE GAMES BEGIN. Today marks the start of the 14th UniKL Students Sports Carnival (@uniklussc2018 ) at @Twt_UniKLMIAT  Sepang campus.Don’t forget to share your awesome photos daily via #UniKLUSSC2018 as we might feature it as Photo of the Day.#WeAreUniKLpic.twitter.com/d6WfzZTeXs
TFCOpicks,717003172934524928,1,1011007647930310658,32,32.0,I literally to 10-0 on the week  & can’t get 20 retweets? There literally isn’t 1 other page / handicapper that went 10-0 in the entire United States. You guys get 1 last shot for the 8pm Game. Floyd Mayweather of sports betting will put out a night play to cap a PERFECT week.
nyleakeel23,2983593595,1,1007034261545684992,31,31.0,Finished high school having been on three varsity sports teams earning my Gold Award finishing the Diploma Program an overall 4.4 gpa and a shout-out from the LA City Councilman for receiving CIF LA City Section Scholar Athlete of the Year & being a future bear at Berkeley pic.twitter.com/YjRg5Q22Gf
gtrebble17,64226907,1,1009546022148890628,31,31.0,Too many Tottenham fans tweeting their favourite #Wilshere moment. How about he’s won more with his dodgy ankle than your sh*tty club has in the last 30 years. And if you’re interested my favourite moment was when he mugged you lot right off live on Sky Sports news #Arsenal
BET,16560657,1,1010997262296735746,31,31.0,Before the festivities kick off the biggest names in sports music and entertainment hit the red carpet at the BET Awards to showcase their most fashionable fits. Take a look at some of the most fashionable fits to grace the #BETAwards red carpet over the yearspic.twitter.com/KvmsX386uK
ManFRIDAY_,969612369159651330,1,1005561773821431810,30,30.0,1. TIMs are killed overwhelmingly by MEN.So dont people us about that shit.2. So let them have this oneWTF? TIMs are being killed so we should let them win at sports day?Are you on fucking glue?! https://twitter.com/Antiracist_Ally/status/1004693362098753537 …
AntWadley325,38551742,1,1004852330397872128,30,30.0,Lebrons whole career is eventually going to be reduced to a narrative by the Lebron worshiping sports media that has him as the best player of all-time due to his stats but never had enough help to match Jordan or Kobe title wise because he didnt have enough help. That is...
DiracDrynx,3218985507,1,1005962398522576903,29,29.0,Four months ago jubilant sports fans were flipping over cars damaging public property and even set one car ablaze in this same city.But one transgender woman attempting to light a flag in protest gets tackled by multiple officers and arrested. http://www.nj.com/news/index.ssf/2018/02/philadelphia_eagles_fires_break_out_cars_flipped_a.html …
Bodybuildingcom,25234311,1,1005932620671094784,29,29.0,Glutamine And Creatine: Old Dogs Can Learn New Tricks!Glutamine and creatine are two of the most common amino acid supplements in sports nutrition today. #Bodybuildingcom #BuildYourBody Read more: https://bbcom.me/2McBPf0 pic.twitter.com/2Ogn1idkwl
JFR_Racing,19287919,1,1007731457413013504,29,29.0,“We all learned from him & right to the end he was still so big in the sport. I was emotional after hearing of his passing. The Mongoose was a racer that took care of so many including me. He loved the sport he loved his family he loved his friends he loved his fans and NHRA.” pic.twitter.com/gNPvKKcldI – at Bristol Dragway
Jonathanjoseph0,189632787,1,1013525813239705601,29,29.0,So proud of my lil sis  @hannahevjoseph  showed exactly what she’s about and remained so composed throughout. Wishing her all the best in the finals next Saturday! We’ve got to stop sleeping on women’s sport @lborolightning meant business yesterday! Leggo  #womensportspic.twitter.com/WiMxjOfb56
DemolaRewaju,194328601,1,1013525198887444481,29,29.0,I think football like many other things in life is becoming quite scientific and in the coming years the gap between talented players and untalented ones will reduce as the ability to study and learn increases.This mostly will apply to team sports/games quite likely.
NuttySam,2907578677,1,1004855565527461889,29,29.0,one day your kids will be like“dad what did you play as a sport as a teen?” “i played as a professional mcpe pvper in scrims against other clans instead of sportmanship we spammed L”
